beta,cell_id,dataset_tag,dataset_id,ref_id,radius,H,logZ_H,logZ_H_full,R_H,gate_count,ess_H
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,0.5,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,0.5,2.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,0.5,4.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,0.5,6.0,-12.51000090042984,,1.0,1024,923.5439591729549
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,0.5,8.0,-12.51000090042984,,1.0,1024,923.5439591729549
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,0.5,inf,-12.51000090042984,-18.856240959029694,1.0,1024,923.5439591729549
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,0.01,1.0,-0.005707753135667769,,1.0,1024,1023.9947418865643
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,0.01,2.0,-0.005707753135667769,,1.0,1024,1023.9947418865643
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,0.01,4.0,-0.005707753135667769,,1.0,1024,1023.9947418865643
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,0.01,6.0,-0.005707753135667769,,1.0,1024,1023.9947418865643
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,0.01,8.0,-0.005707753135667769,,1.0,1024,1023.9947418865643
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,0.01,inf,-0.005707753135667769,-3.701195437214667,1.0,1024,1023.9947418865643
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,1.5,1.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,1.5,2.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,1.5,4.0,-inf,,0.0,0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,1.5,6.0,-15.242865894122199,,0.9990234374999996,1023,1022.9999999999995
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,1.5,8.0,-15.241888854474372,,1.0,1024,1024.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,1.5,inf,-15.241888854474372,-19.62160550743709,1.0,1024,1024.0
