train_row,tsne_1,tsne_2,digit
69,5.2036576,-5.83292,3
70,0.99032015,1.7543718,8
71,-1.2212566,23.27127,7
72,19.186861,-3.191606,6
73,0.5206542,2.6337135,8
74,-9.739517,7.2550635,8
75,6.2035713,19.392365,7
76,-10.698903,13.306594,8
77,-29.279827,-9.538596,6
78,15.540078,4.3111134,4
79,7.231404,-5.664261,1
80,-5.53869,20.849537,9
81,-0.19643602,23.379208,7
82,14.954414,-20.5623,6
83,-2.4931538,0.6310026,5
84,4.043141,-16.864952,7
85,3.3393614,-12.004028,3
86,16.49122,4.9248953,4
87,5.1374526,-13.2973995,1
88,19.05122,11.359066,9
89,10.570719,15.456403,9
90,-4.154746,19.057344,4
91,9.176089,14.431304,9
92,2.7058399,5.858875,8
93,15.660901,10.385163,9
94,8.913337,-11.222132,1
95,9.723793,17.624615,7
96,22.436174,4.3861165,2
97,9.435226,23.34323,7
98,-0.8941949,-5.1838164,0
99,6.539293,-16.15568,1
100,-20.533121,-1.6786206,8
101,-10.801671,4.5886364,8
102,-11.86806,11.853807,5
103,-11.976799,5.2272816,8
104,4.6478086,-5.3770986,3
105,-5.6057525,-1.5548131,3
106,1.9244689,20.171913,7
107,-2.562922,-10.423827,6
108,-8.830001,-4.062889,2
109,17.278593,-13.610354,6
110,-7.4016957,5.106627,3
111,-22.444405,-6.6376925,0
112,-20.92727,15.473611,2
113,1.2340994,3.3159115,8
114,7.3484864,-11.718363,1
115,-17.161552,-4.270926,0
116,-3.4890738,15.101414,3
117,-0.88667744,1.5687621,5
118,-26.713688,-4.338675,0
119,9.613825,11.540803,4
120,3.913864,-19.518103,1
121,9.195232,-15.441481,6
122,-5.9756155,13.353326,8
123,4.7010503,-4.7656837,3
124,-11.327314,7.1596375,3
125,4.313256,-10.334473,6
126,6.8425784,-13.87389,1
127,-0.664845,-8.494406,6
128,-11.092427,10.277662,8
129,-6.0080175,-3.418626,3
130,19.606325,-7.3785853,2
131,8.539776,18.963432,7
132,23.561848,-0.5148207,3
133,1.3346719,-13.075138,8
134,12.550035,-3.0203936,2
135,11.434385,7.040847,4
136,-8.7786875,-14.06161,0
137,-10.017262,-0.4437291,2
138,-4.0630164,2.5378811,8
139,-11.759167,15.22838,1
140,-8.359018,-17.362783,5
141,-1.8016847,-17.937197,6
142,-4.806368,19.414652,4
143,15.5652485,-19.409592,6
144,-8.894099,-5.752178,2
145,3.560011,-5.784437,3
146,-17.485498,1.773545,3
147,-15.733644,-9.642758,0
148,23.336887,-0.90514433,3
149,3.648102,17.05243,4
150,-8.071697,8.406183,8
151,16.089762,11.188656,9
152,16.451996,12.45739,7
153,15.849305,4.362062,4
154,5.633344,-19.94365,1
155,-3.8199673,0.54367286,3
156,-3.0636802,-14.971221,6
157,-9.709351,-20.408224,5
158,-15.245064,-21.329153,5
159,0.72279906,4.0435104,8
160,1.7422898,15.166445,9
161,1.8325448,-0.26361382,3
162,-1.3791323,23.22582,7
163,9.925683,-7.461193,1
164,-8.492222,8.110903,8
165,5.120294,-9.673802,1
166,-2.505848,-2.870569,8
167,10.921553,11.586359,4
168,-17.552898,-10.367163,0
169,10.356628,18.786417,7
170,6.5653024,22.092335,9
171,1.5903088,18.565496,9
172,23.226814,3.7434726,3
173,-12.503572,13.327767,5
174,-5.671211,-5.127741,8
175,19.135248,-6.0654254,6
176,18.05199,-12.831469,6
177,14.59744,-20.176573,6
178,16.445833,-19.895805,6
179,14.791795,5.8284984,4
180,-22.506506,-9.687634,0
181,17.867481,-2.2140706,6
182,2.9633741,2.0927322,3
183,-2.489043,7.5014462,3
184,-21.25022,-10.118507,0
185,16.7295,-6.8839307,6
186,-6.186898,0.27810982,3
187,6.9322233,-9.838969,1
188,0.5283816,21.656301,7
189,9.5379715,-8.246736,1
190,7.3763647,-17.332993,1
191,14.36036,24.37776,9
192,-5.217727,4.384669,3
193,-22.34584,-2.8897352,0
194,-19.792604,-1.8224673,8
195,7.8447313,13.673812,9
196,-9.968503,-20.243792,5
197,-27.092651,-3.6073768,0
198,6.2805943,-10.529209,1
199,-15.669726,-6.8214054,0
200,8.146948,-16.787382,1
201,-0.16581438,-4.1936274,0
202,3.6315162,22.207462,7
203,3.023463,18.597073,9
204,8.729212,9.2888,9
205,16.747332,6.623943,4
206,16.865175,18.460423,7
207,14.577605,11.202238,9
208,-12.620633,-1.926981,3
209,-19.110891,-9.727233,0
210,6.7374578,9.855729,9
211,-6.143266,18.174349,4
212,-2.473985,3.1966126,5
213,-8.773451,-17.45797,5
214,16.363037,11.83068,7
215,5.560572,-13.633034,1
216,-22.156988,-10.189136,0
217,-15.55021,-6.3297896,0
218,-25.17191,-6.98291,0
219,-19.984173,16.459421,2
220,19.257837,10.900126,7
221,18.720867,3.9309814,4
222,-10.914574,0.76627636,2
223,-5.619781,5.980893,9
224,21.089916,5.885121,7
225,6.236733,15.388748,9
226,-1.4142479,-10.706658,6
227,-2.6784084,-15.580114,6
228,6.3871427,-12.473419,1
229,5.01012,-12.151845,7
230,3.6186779,-12.696419,7
231,4.115678,13.118222,9
232,-9.466904,7.3022685,8
233,-14.344823,-7.2757807,0
234,15.884164,-6.101492,6
235,-9.076918,-7.6455574,3
236,9.22701,-6.692317,1
237,24.406696,5.0355296,3
238,-6.0449195,-21.443636,5
239,-21.679018,-3.5138054,0
240,7.5449286,7.89906,9
241,7.0746264,16.579304,9
242,11.205137,-0.8444198,2
243,-21.639425,-11.871631,0
244,-3.660404,10.898638,8
245,2.3256338,14.5089655,9
246,-12.731766,-10.534477,0
247,5.192281,14.287926,9
248,-8.010678,-22.264713,5
249,15.201713,19.014986,7
250,-24.035873,-1.1181141,8
251,-5.7623415,2.494951,8
252,-4.5988507,-4.0738015,3
253,-9.625076,5.90265,8
254,7.195911,-12.400694,1
255,-4.4562073,-1.9840553,3
256,-19.114195,-10.339369,0
257,-9.488939,-7.423068,3
258,-0.78983414,-0.8622937,3
259,-2.522105,-4.892323,3
260,-8.423551,11.763804,8
261,-13.185713,-2.575758,3
262,-14.155991,-6.8675704,0
263,-22.001839,7.7109632,3
264,21.291395,6.1029644,7
265,-5.3537,-22.733484,5
266,10.675733,13.480524,4
267,14.977676,7.6127234,4
268,-10.775788,-2.5857847,2
269,0.5464146,-9.824789,6
270,7.463119,-10.232341,1
271,-11.261887,-20.638664,5
272,-3.0465639,15.704221,7
273,-0.3885266,-2.3391166,0
274,4.7715616,-19.913578,1
275,-4.886649,0.5434851,3
276,-12.309245,11.205086,5
277,3.3374999,-9.294656,6
278,4.415579,10.974132,4
279,4.2809696,0.9241951,3
280,-18.619108,-12.260713,6
281,-16.241722,-20.734226,5
282,-30.095407,-7.493936,0
283,11.915766,17.28038,7
284,-10.542123,2.5051775,2
285,16.822279,-13.504102,6
286,7.5900955,9.084127,9
287,-5.83158,-8.491478,4
288,-14.955233,7.0756307,7
289,-10.349447,1.9867659,2
290,12.385715,11.273051,4
291,-0.42149082,4.141444,8
292,-23.36973,-10.241054,0
293,-7.4284086,-2.376294,3
294,-4.338465,-20.620636,5
295,-2.953619,-8.571609,6
296,-12.989969,0.5092761,3
297,-8.360491,2.0073304,2
298,-3.0087483,1.5986161,5
299,1.0505605,15.908152,7
300,-0.6009097,-1.2623743,3
301,-4.376717,-2.6232333,3
302,20.15195,11.491185,9
303,9.626517,8.238506,9
304,-1.7890022,16.96398,8
305,-13.428893,1.26019,3
306,15.924852,-4.1948323,6
307,18.464453,-2.6890676,6
308,13.267739,-2.1362627,2
309,5.8093777,13.314366,9
310,-10.238694,3.6989272,8
311,4.5796213,-8.60786,5
312,-5.190771,2.1645832,3
313,-9.640593,14.444654,4
314,-17.876593,3.7641578,3
315,6.1049128,-15.416823,1
316,-3.9005656,-3.7897406,3
317,8.7297125,22.197546,7
318,-26.878506,-1.129591,0
319,3.8702555,1.8343667,8
320,5.867208,-2.5272038,8
321,9.617141,-15.5657425,6
322,4.8293796,-18.247652,1
323,-4.0545673,-11.898156,6
324,3.7034295,-15.08911,7
325,10.513432,-10.028793,1
326,8.795767,-12.5400715,1
327,5.69705,23.694853,7
328,-17.901783,-1.3514311,2
329,-14.944001,-21.543814,4
330,6.0382404,18.464045,7
331,11.990129,-0.7908405,2
332,-26.720917,-4.381187,0
333,-12.089551,2.8901534,2
334,9.245639,-5.397682,1
335,-7.386695,17.518568,4
336,5.280834,15.567449,9
337,-18.090752,10.477139,2
338,7.99899,-4.1220636,1
339,12.601356,6.1339602,4
340,-15.06662,-6.581369,0
341,21.220861,11.931268,9
342,4.6097026,16.352125,7
343,24.725292,-0.6638601,3
344,-9.641816,-0.10675322,2
345,3.1788602,19.870464,7
346,18.407354,-13.697866,6
347,-2.4488409,16.38426,7
348,10.984363,9.965588,9
349,-21.988932,-8.969875,0
350,-17.39019,9.904828,2
351,-14.418953,0.13893248,3
352,-18.267328,-8.890156,0
353,-21.684357,6.581863,3
354,4.4616876,18.240246,9
355,18.5437,-11.642655,6
356,-10.66061,-7.080613,2
357,-2.3895512,-12.034334,6
358,19.16044,-6.757361,6
359,-23.6139,-3.2856011,0
360,3.2846317,21.232687,7
361,-0.03183791,0.78058046,8
362,9.502639,8.440499,9
363,5.747391,7.6415906,4
364,-1.3542817,-9.186278,6
365,6.0185914,21.120094,7
366,-4.3276277,-4.4289274,3
367,14.66642,-21.881319,6
368,19.340025,3.3678799,4
369,0.7350372,-13.72096,8
370,-19.309982,-7.289046,0
371,-20.228262,-11.376833,2
372,16.607769,10.957009,9
373,1.9447813,10.694844,4
374,-16.82694,5.7603188,5
375,5.8393655,11.931858,9
376,14.939637,18.591581,7
377,-5.7413926,4.910341,3
378,-27.326183,-2.2482,0
379,8.495855,2.5507529,4
380,15.564456,-20.812428,6
381,10.790137,-6.589548,4
382,-12.928075,-0.6417538,3
383,-8.429697,-1.1090232,2
384,13.830814,9.836011,9
385,-10.5420065,-13.315962,8
386,-21.172794,-8.665711,0
387,1.634331,17.307924,9
388,8.276363,11.564486,9
389,1.6629479,13.348303,4
390,-18.073376,5.7579966,3
391,2.850896,18.828259,9
392,-0.7005244,2.9702213,8
393,-14.189546,-0.019910742,3
394,-0.30884027,6.1894493,8
395,2.6223001,-0.9897828,8
396,-4.3089614,-5.586768,3
397,1.7322099,23.155237,7
398,2.306754,15.488565,9
399,5.6977024,-8.201828,1
400,13.608248,7.220558,4
401,-1.0286095,4.1967134,8
402,-29.645744,-8.032751,0
403,8.915206,-7.912402,1
404,-2.012354,-2.004378,5
405,-1.4883724,-17.276129,6
406,0.9050464,-1.6892195,3
407,7.5109954,-4.9177313,1
408,8.742055,15.335793,9
409,-23.66457,-0.34319374,0
410,-4.452125,-23.410582,5
411,-7.2261662,9.315342,8
412,-15.746751,6.33473,3
413,6.6839085,-6.3906107,1
414,2.6326325,-8.357624,5
415,-15.653629,5.3852453,3
416,-8.860955,9.677911,8
417,-8.387218,-8.427681,2
418,-25.41354,-2.5709674,0
419,15.368967,20.845978,7
420,-1.0024968,-3.39285,5
421,-7.147327,9.030678,8
422,-16.64668,3.0876777,5
423,8.915409,22.589863,7
424,-8.897026,17.731401,4
425,-4.802369,5.1280727,3
426,7.78866,-14.312188,1
427,-13.692397,4.0397563,8
428,1.0731598,2.4464157,8
429,4.486089,-18.0852,1
430,11.615643,5.852007,4
431,3.3176646,5.62253,5
432,-26.805828,-1.7022904,0
433,8.356441,-6.482669,1
434,-2.5465472,-0.8629857,3
435,11.52358,19.3299,7
436,-2.5514452,0.628765,5
437,-23.0106,-7.534182,0
438,3.3787866,15.100152,9
439,-10.640377,-20.440474,5
440,-21.854483,-3.2964878,0
441,-8.096443,-16.991608,5
442,20.17835,10.488272,9
443,6.544654,7.6756954,4
444,12.163597,16.616781,7
445,-1.7668813,-17.94542,6
446,5.7756314,3.558997,5
447,12.027554,8.519067,4
448,5.842514,4.2943625,5
449,-30.372807,-9.6925125,6
450,6.3570323,-14.510313,1
451,8.915396,-9.158934,1
452,-5.359981,-8.159989,0
453,-5.2064524,10.778528,8
454,-0.3363814,17.673265,9
455,13.455752,-0.80241346,2
456,8.269718,-5.531979,1
457,17.829308,-6.9097857,6
458,-7.211352,-18.959688,5
459,17.125458,-13.109861,6
460,8.470126,13.060462,9
461,-4.025248,4.5997267,3
462,13.206944,-1.099167,2
463,11.7125225,5.169299,4
464,15.992404,-7.2942424,6
465,15.619347,-13.623408,2
466,8.164272,-8.747806,1
467,7.5988626,-7.458082,1
468,19.667707,5.4385166,7
469,-0.27270508,20.595657,7
470,3.7362614,11.482398,4
471,-30.467102,-6.850817,8
472,7.6062527,13.094758,9
473,-9.400046,-13.748732,2
474,8.576877,16.04463,9
475,17.818981,-15.057474,2
476,-5.606067,-20.983395,5
477,-0.3475417,12.224882,4
478,-7.8615003,0.14544748,2
479,-7.380155,-16.019258,3
480,-16.268671,-9.737857,0
481,14.872394,20.083485,7
482,-21.931282,7.4751472,3
483,-10.850333,-7.001604,3
484,-5.6806283,18.226192,4
485,-1.1054559,15.737302,9
486,-19.042173,-5.22814,3
487,8.225388,-7.296308,1
488,5.5932612,-18.207035,1
489,-3.7891674,6.021014,3
490,-15.734741,3.3464012,5
491,0.9874485,5.3813457,8
492,14.172503,18.57661,7
493,7.5229373,-6.316514,1
494,11.087967,4.5780053,4
495,-10.115612,10.779831,8
496,5.6363325,-19.415232,1
497,-17.318563,-9.657273,0
498,-5.604342,18.682816,4
499,-5.1099267,10.501375,8
500,8.955418,17.437357,7
501,-5.1141043,-22.678633,8
502,-2.9924428,-8.112919,6
503,11.923631,8.727471,4
504,-17.158398,9.736084,2
505,-0.4755228,-4.48581,0
506,1.1772228,20.60125,7
507,8.596091,10.608629,4
508,-11.119141,-2.7783427,2
509,6.3678346,20.548452,7
510,-0.5298022,-7.227256,6
511,10.690371,10.884837,4
