beta,P,r,split_logZ_per_P_diff,signed_split_logZ_per_P_diff
0.19,2545,0.05,1.2386147425665223e-06,-1.2386147425665223e-06
0.19,2545,0.05,3.947302054960675e-06,-3.9473e-06
0.19,2545,0.05,1.805130315191728e-06,-1.80513e-06
0.19,2545,0.05,3.6224526040817e-07,3.62245e-07
0.19,2545,0.05,1.4707497806874708e-07,1.47075e-07
0.19,2545,0.05,1.5074324877807137e-08,-1.50743e-08
0.19,2545,0.05,1.5243103830665823e-06,-1.52431e-06
0.19,2545,0.05,1.1937723566603665e-07,1.1937723566603665e-07
0.19,2545,0.05,1.0445014754171524e-06,-1.0445e-06
0.19,2545,0.05,6.871831218045582e-07,-6.87183e-07
0.19,2545,0.05,1.0580940994277416e-06,1.0580940994277416e-06
0.19,2545,0.05,9.501423759395456e-07,9.50142e-07
0.19,2545,0.05,9.974071568108696e-07,-9.974071568108696e-07
0.19,2545,0.05,1.3877458191366808e-08,1.38775e-08
0.19,2545,0.05,1.0921031442828602e-06,-1.0921031442828602e-06
0.19,2545,0.05,1.250533198426307e-06,-1.25053e-06
0.19,2545,0.05,9.176840662764636e-07,9.17684e-07
0.19,2545,0.05,3.480999394832812e-06,-3.481e-06
0.19,2545,0.05,2.4055895518054726e-06,-2.40559e-06
0.19,2545,0.05,8.035445946864564e-07,8.03545e-07
0.19,2545,0.05,3.669872216428148e-06,3.669872216428148e-06
0.19,2545,0.05,1.7720368808259356e-06,-1.77204e-06
0.19,2545,0.05,1.4289962049148932e-07,1.4289962049148932e-07
0.19,2545,0.05,6.10543441334079e-07,-6.10543e-07
0.19,2545,0.05,9.929119676636956e-07,-9.92912e-07
0.19,2545,0.05,2.405486023895281e-06,-2.405486023895281e-06
0.19,2545,0.05,4.5159975455558326e-07,-4.516e-07
0.19,2545,0.05,2.3245740763086045e-07,-2.32457e-07
0.19,2545,0.05,1.544641631205725e-07,-1.54464e-07
0.19,2545,0.05,1.362297403478829e-06,1.3623e-06
0.19,2545,0.05,1.0976272077859284e-07,-1.0976272077859284e-07
0.19,2545,0.05,4.073648297600482e-07,-4.07365e-07
0.19,2545,0.05,1.787972555863681e-06,-1.78797e-06
0.19,2545,0.05,1.487420698633728e-06,1.48742e-06
0.19,2545,0.05,1.9291202470606727e-06,-1.92912e-06
0.19,2545,0.05,6.056227478225706e-07,-6.056227478225706e-07
0.19,2545,0.05,2.799726815348313e-07,-2.79973e-07
0.19,2545,0.05,9.16340373525946e-07,-9.1634e-07
0.19,2545,0.05,6.728162334488621e-07,6.728162334488621e-07
0.19,2545,0.05,4.917081643422697e-07,4.91708e-07
0.19,2545,0.05,2.6655655840034394e-06,-2.6655655840034394e-06
0.19,2545,0.05,7.961967059921019e-07,-7.96197e-07
0.19,2545,0.05,1.3149886638771144e-06,-1.31499e-06
0.19,2545,0.05,1.445859684224643e-07,-1.44586e-07
0.19,2545,0.05,9.90978750878089e-07,9.90979e-07
0.19,2545,0.05,1.2605061806424813e-06,-1.26051e-06
0.19,2545,0.05,1.3497282413632594e-06,1.34973e-06
0.19,2545,0.05,9.91242176539203e-07,-9.91242e-07
0.19,2545,0.05,8.504393226730472e-08,8.504393226730472e-08
0.19,2545,0.05,4.027760570135018e-07,4.02776e-07
0.19,2545,0.05,1.168171363222722e-06,1.16817e-06
0.19,2545,0.05,1.0346702066978858e-06,1.03467e-06
0.19,2545,0.05,9.486092974444824e-08,9.48609e-08
0.19,2545,0.05,2.006134470679885e-06,2.00613e-06
0.19,2545,0.05,7.97313992998434e-07,-7.97314e-07
0.19,2545,0.05,9.481309069397128e-07,9.48131e-07
0.19,2545,0.05,9.488735699392237e-08,9.488735699392237e-08
0.19,2545,0.05,1.0395594768767397e-07,1.03956e-07
0.19,2545,0.05,8.23557099691987e-07,-8.23557099691987e-07
0.19,2545,0.05,1.0245514644516018e-06,1.02455e-06
0.19,2545,0.05,2.758469833178909e-07,-2.75847e-07
0.19,2545,0.05,7.070122990147083e-07,7.07012e-07
0.19,2545,0.05,5.280744734803075e-07,-5.28074e-07
0.19,2545,0.05,3.969103198337869e-08,3.9691e-08
0.19,2545,0.05,4.58110749955609e-07,-4.58110749955609e-07
0.19,2545,0.05,2.6205232139590626e-08,-2.62052e-08
0.19,2545,0.05,4.613922620631197e-06,4.61392e-06
0.19,2545,0.05,1.3431242483790966e-06,1.34312e-06
0.19,2545,0.05,8.505841509174455e-07,-8.50584e-07
0.19,2545,0.05,7.105674126510609e-08,7.10567e-08
0.19,2545,0.05,1.5608333870543376e-06,-1.56083e-06
0.19,2545,0.05,3.570325839541444e-07,3.570325839541444e-07
0.19,2545,0.05,1.005368051009778e-06,-1.00537e-06
0.19,2545,0.05,1.1822097518258054e-06,1.18221e-06
0.19,2545,0.05,8.821475889637721e-07,-8.82148e-07
0.19,2545,0.05,2.2279489750873638e-07,2.22795e-07
0.19,2545,0.05,8.092433325313127e-07,8.092433325313127e-07
0.19,2545,0.05,2.187413693720899e-06,-2.18741e-06
0.19,2545,0.05,1.6957845032502107e-06,-1.69578e-06
0.19,2545,0.05,5.503371345900679e-07,-5.50337e-07
0.19,2545,0.05,1.364618989539704e-07,1.36462e-07
0.19,2545,0.05,9.236470039557376e-07,9.23647e-07
0.19,2545,0.05,2.6945739959333935e-07,2.69457e-07
0.19,2545,0.05,6.557390781292422e-07,6.55739e-07
0.19,2545,0.05,9.690751196549613e-07,9.69075e-07
0.19,2545,0.05,3.687760791862364e-07,-3.68776e-07
0.19,2545,0.05,8.282810415677737e-07,-8.28281e-07
0.19,2545,0.05,1.7560647991125685e-06,1.75606e-06
0.19,2545,0.05,1.6803594154658858e-06,-1.6803594154658858e-06
0.19,2545,0.05,4.1127441970185847e-08,-4.11274e-08
0.19,2545,0.05,4.403156154625594e-07,4.40316e-07
0.19,2545,0.05,4.154652705064241e-07,-4.15465e-07
0.19,2545,0.05,7.397529748466566e-07,7.39753e-07
0.19,2545,0.05,6.858783283725594e-07,6.85878e-07
0.19,2545,0.05,1.590297939100147e-06,1.5903e-06
0.19,2545,0.05,4.216147151192365e-07,-4.21615e-07
0.19,2545,0.05,6.839829917659288e-07,6.83983e-07
0.19,2545,0.05,1.9192778948361944e-06,-1.91928e-06
0.19,2545,0.05,5.573744044179288e-07,-5.57374e-07
0.19,2545,0.05,1.9072116263076906e-07,1.9072116263076906e-07
0.19,2545,0.05,7.55403414193583e-07,-7.55403e-07
0.19,2545,0.05,2.68768273654926e-07,-2.68768e-07
0.19,2545,0.05,3.609743905799357e-07,3.60974e-07
0.19,2545,0.05,1.6936115518816658e-07,1.69361e-07
0.19,2545,0.05,9.689169716588e-07,-9.68917e-07
0.19,2545,0.05,2.128483651261975e-07,2.12848e-07
0.19,2545,0.05,2.2199464254685426e-07,-2.2199464254685426e-07
0.19,2545,0.05,2.887430650414225e-06,2.88743e-06
0.19,2545,0.05,1.0319374372524425e-06,-1.03194e-06
0.19,2545,0.05,3.4934279268745435e-06,-3.49343e-06
0.19,2545,0.05,1.6356480752611541e-07,-1.63565e-07
0.19,2545,0.05,4.227437849339584e-07,4.227437849339584e-07
0.19,2545,0.05,2.3025321887251765e-06,-2.30253e-06
0.19,2545,0.05,1.4202681366862894e-06,-1.42027e-06
0.19,2545,0.05,7.89863481507724e-07,-7.89863e-07
0.19,2545,0.05,2.401339307330048e-07,-2.40134e-07
0.19,2545,0.05,1.139716030768023e-06,1.13972e-06
0.19,2545,0.05,1.0331915593367734e-06,1.0331915593367734e-06
0.19,2545,0.05,5.294672689011502e-07,5.29467e-07
0.19,2545,0.05,1.339090732329055e-06,1.33909e-06
0.19,2545,0.05,1.0956482436237732e-06,-1.09565e-06
0.19,2545,0.05,1.556575352859465e-07,1.55658e-07
0.19,2545,0.05,2.4539867538315926e-06,2.45399e-06
0.19,2545,0.05,5.602902134582918e-07,-5.6029e-07
0.19,2545,0.05,1.5965030507047788e-06,1.5965e-06
0.19,2545,0.05,9.987655424069735e-07,9.98766e-07
0.19,2545,0.05,3.507852549422956e-07,3.50785e-07
0.19,2545,0.05,2.722951606893452e-07,2.722951606893452e-07
0.19,2545,0.05,8.012977296542475e-07,8.01298e-07
0.19,2545,0.05,7.998200818149276e-07,-7.9982e-07
0.19,2545,0.05,6.208750553629958e-10,6.20875e-10
0.19,2545,0.05,1.3297267044667518e-06,-1.32973e-06
0.19,2545,0.05,3.737742989244578e-06,-3.73774e-06
0.19,2545,0.05,6.095877917113381e-07,-6.09588e-07
0.19,2545,0.05,9.4603075350196e-07,9.4603075350196e-07
0.19,2545,0.05,3.63475524644431e-07,-3.63476e-07
0.19,2545,0.05,1.8106966021678004e-06,1.8107e-06
0.19,2545,0.05,5.796220811254087e-07,-5.79622e-07
0.19,2545,0.05,3.742495728134909e-07,-3.7425e-07
0.19,2545,0.05,3.4374364008421822e-06,3.43744e-06
0.19,2545,0.05,1.8271702066648282e-07,1.82717e-07
0.19,2545,0.05,2.1196104830946708e-06,2.11961e-06
0.19,2545,0.05,5.4802107362016516e-08,5.48021e-08
0.19,2545,0.05,1.1418177319716644e-06,-1.14182e-06
0.19,2545,0.05,6.517712458701106e-07,-6.517712458701106e-07
0.19,2545,0.05,1.6746965306240232e-08,1.6747e-08
0.19,2545,0.05,2.264326474069476e-06,2.26433e-06
0.19,2545,0.05,5.087734094929022e-07,-5.087734094929022e-07
0.19,2545,0.05,5.721424806397881e-07,5.72142e-07
0.19,2545,0.05,1.407921201913905e-06,1.40792e-06
0.19,2545,0.05,9.047590114240892e-07,9.047590114240892e-07
0.19,2545,0.05,1.8426800521532609e-06,1.84268e-06
0.19,2545,0.05,1.392872710295925e-06,1.39287e-06
0.19,2545,0.05,8.024375487985338e-07,-8.02438e-07
0.19,2545,0.05,4.170352320471553e-07,-4.17035e-07
0.19,2545,0.05,9.455628446880602e-07,-9.45563e-07
0.19,2545,0.05,1.977574239894431e-07,-1.97757e-07
0.19,2545,0.05,1.4096609364677477e-06,1.40966e-06
0.19,2545,0.05,9.9145583092917e-08,9.91456e-08
0.19,2545,0.05,1.934182445318542e-06,-1.93418e-06
0.19,2545,0.05,2.913224382098625e-07,-2.913224382098625e-07
0.19,2545,0.05,2.435196142726857e-06,-2.4352e-06
0.19,2545,0.05,6.801083208133467e-06,-6.801083208133467e-06
0.19,2545,0.05,1.841001932172107e-06,1.841e-06
0.19,2545,0.05,9.620637918833748e-07,-9.62064e-07
0.19,2545,0.05,5.920830211511427e-07,5.92083e-07
0.19,2545,0.05,2.2345922424163161e-07,2.23459e-07
0.19,2545,0.05,1.0901804190093877e-07,1.09018e-07
0.19,2545,0.05,1.4154388125617556e-06,1.41544e-06
0.19,2545,0.05,1.3598098541343232e-06,1.35981e-06
0.19,2545,0.05,5.679523666013823e-07,5.67952e-07
0.19,2545,0.05,1.277612753825575e-06,-1.27761e-06
0.19,2545,0.05,1.0918181502495103e-06,1.09182e-06
0.19,2545,0.05,2.6803735010139893e-06,2.68037e-06
0.19,2545,0.05,6.85508711358332e-07,-6.85509e-07
0.19,2545,0.05,6.016310724141113e-07,6.01631e-07
0.19,2545,0.05,1.0481444840260977e-06,-1.04814e-06
0.19,2545,0.05,2.375164555824148e-06,2.37516e-06
0.19,2545,0.05,2.026895533523004e-07,-2.0269e-07
0.19,2545,0.05,1.6268338275673277e-06,1.62683e-06
0.19,2545,0.05,1.708135262201639e-06,-1.708135262201639e-06
0.19,2545,0.05,6.202383696865385e-07,-6.20238e-07
0.19,2545,0.05,5.354320541517235e-07,-5.35432e-07
0.19,2545,0.05,1.0752031484355758e-06,1.0752e-06
0.19,2545,0.05,2.175709833521631e-06,2.17571e-06
0.19,2545,0.05,1.7349549147646097e-06,1.73495e-06
0.19,2545,0.05,1.304484495918441e-07,-1.30448e-07
0.19,2545,0.05,1.200639977083378e-08,-1.20064e-08
0.19,2545,0.05,2.2977018198204885e-07,2.2977018198204885e-07
0.19,2545,0.05,2.857082338956727e-07,2.85708e-07
0.19,2545,0.05,1.2805329029290209e-06,-1.28053e-06
0.19,2545,0.05,1.530632562326064e-06,-1.53063e-06
0.19,2545,0.05,1.3053437983350466e-07,1.30534e-07
0.19,2545,0.05,2.756355783931876e-06,-2.75636e-06
0.19,2545,0.05,1.593716136074863e-06,1.59372e-06
0.19,2545,0.05,1.9323763642335498e-07,-1.93238e-07
0.19,2545,0.05,1.18559492446781e-06,-1.18559e-06
0.19,2545,0.05,1.2264409027466982e-06,1.22644e-06
0.19,2545,0.05,2.3834966414258404e-06,-2.3835e-06
0.19,2545,0.05,1.2700344814850718e-06,1.27003e-06
0.19,2545,0.05,1.8177530172622163e-06,-1.81775e-06
0.19,2545,0.05,8.730304795377449e-07,8.7303e-07
0.19,2545,0.05,3.645495132874837e-07,3.6455e-07
0.19,2545,0.05,1.1732405312494275e-06,-1.17324e-06
0.19,2545,0.05,2.4338543648855227e-06,2.43385e-06
0.19,2545,0.05,1.6673081903370149e-06,-1.66731e-06
0.19,2545,0.05,1.4695762603773362e-06,-1.4695762603773362e-06
0.19,2545,0.05,8.638610002343241e-07,-8.63861e-07
0.19,2545,0.05,2.269253805411195e-06,2.269253805411195e-06
0.19,2545,0.05,1.4896139655553985e-06,1.48961e-06
0.19,2545,0.05,1.8729313246120504e-06,-1.87293e-06
0.19,2545,0.05,1.372241407553833e-06,-1.372241407553833e-06
0.19,2545,0.05,1.3216583455973691e-06,1.32166e-06
0.19,2545,0.05,4.258834893031428e-06,4.25883e-06
0.19,2545,0.05,3.545782433492692e-06,-3.54578e-06
0.19,2545,0.05,6.122180632386609e-07,-6.12218e-07
0.19,2545,0.05,1.4513698109955673e-07,-1.4513698109955673e-07
0.19,2545,0.05,5.018428029329997e-07,5.01843e-07
0.19,2545,0.05,1.0275113892327566e-06,1.02751e-06
0.19,2545,0.05,2.7060922528238205e-06,2.7060922528238205e-06
0.19,2545,0.05,1.6271175622055567e-06,1.62712e-06
0.19,2545,0.05,7.002262856481073e-08,-7.002262856481073e-08
0.19,2545,0.05,4.8042231104870286e-06,-4.80422e-06
0.19,2545,0.05,6.880057626495024e-07,-6.880057626495024e-07
0.19,2545,0.05,1.6855060956730682e-06,-1.68551e-06
0.19,2545,0.05,4.135708184487218e-07,-4.13571e-07
0.19,2545,0.05,1.5095840164717871e-06,-1.5095840164717871e-06
0.19,2545,0.05,5.553007861428044e-07,5.55301e-07
0.19,2545,0.05,3.5815041475499038e-06,-3.5815e-06
0.19,2545,0.05,3.004271877230149e-07,3.00427e-07
0.19,2545,0.05,1.557672159457334e-06,1.55767e-06
0.19,2545,0.05,1.0375690731238125e-06,-1.03757e-06
0.19,2545,0.05,3.232817553302213e-07,-3.23282e-07
0.19,2545,0.05,5.888766368874339e-07,-5.88877e-07
0.19,2545,0.05,2.839288995458883e-06,-2.83929e-06
0.19,2545,0.05,2.653583661017492e-08,-2.65358e-08
0.19,2545,0.05,2.2547830199241294e-06,-2.2547830199241294e-06
0.19,2545,0.05,5.9430192799975534e-08,5.94302e-08
0.19,2545,0.05,2.1273673359518003e-06,2.12737e-06
0.19,2545,0.05,5.47080347173326e-07,-5.4708e-07
0.19,2545,0.05,2.6927055237889564e-06,-2.69271e-06
0.19,2545,0.05,9.719624580791954e-07,-9.71962e-07
0.19,2545,0.05,2.4049114189407013e-07,2.40491e-07
0.19,2545,0.05,1.9258558182548155e-08,-1.92586e-08
0.19,2545,0.05,2.375420559191092e-06,-2.37542e-06
0.19,2545,0.05,2.0654458664920714e-07,-2.06545e-07
0.19,2545,0.05,1.944892239540057e-06,-1.94489e-06
0.19,2545,0.05,2.1237511894378527e-06,-2.12375e-06
0.19,2545,0.05,2.207225988260106e-06,-2.20723e-06
0.19,2545,0.05,1.1615165241207609e-06,1.16152e-06
0.19,2545,0.05,9.995237088239383e-07,-9.99524e-07
0.19,2545,0.05,2.685790859542753e-06,2.68579e-06
0.19,2545,0.05,6.827585280442442e-07,-6.82759e-07
0.19,2545,0.05,6.868811332539982e-07,6.86881e-07
0.19,2545,0.05,8.730686085277778e-07,8.730686085277778e-07
0.19,2545,0.05,6.865746093374241e-07,6.86575e-07
0.19,2545,0.05,2.682191533005869e-06,-2.68219e-06
0.19,2545,0.05,8.303373819493095e-07,-8.30337e-07
0.19,2545,0.05,1.4205545742294346e-08,-1.42055e-08
0.19,2545,0.05,1.3211141848388294e-07,1.32111e-07
0.19,2545,0.05,2.2707825196833267e-07,2.27078e-07
0.19,2545,0.05,2.697727061653721e-07,2.69773e-07
0.19,2545,0.05,1.4340331861785862e-06,-1.4340331861785862e-06
0.19,2545,0.05,1.567712629348856e-07,-1.56771e-07
0.19,2545,0.05,1.2568960021755468e-07,-1.2568960021755468e-07
0.19,2545,0.05,6.94987019701457e-07,-6.94987e-07
0.19,2545,0.05,1.2649901952676184e-06,1.26499e-06
0.19,2545,0.05,9.945694789649264e-07,-9.945694789649264e-07
0.19,2545,0.05,1.5523600683196196e-06,-1.55236e-06
0.19,2545,0.05,7.819929545537838e-07,-7.81993e-07
0.19,2545,0.05,7.16283636765237e-07,-7.16284e-07
0.19,2545,0.05,2.0067111198749897e-06,2.00671e-06
0.19,2545,0.05,3.203041910234611e-06,3.20304e-06
0.19,2545,0.05,1.7170852239192e-06,1.71709e-06
0.19,2545,0.05,5.405537772652777e-07,-5.405537772652777e-07
0.19,2545,0.05,4.758357711022266e-07,4.75836e-07
0.19,2545,0.05,1.4206660140106534e-07,1.42067e-07
0.19,2545,0.05,5.200600338079084e-07,-5.2006e-07
0.19,2545,0.05,3.110482683592453e-06,3.11048e-06
0.19,2545,0.05,1.706728548512294e-06,1.70673e-06
0.19,2545,0.05,1.494578737562486e-06,1.49458e-06
0.19,2545,0.05,8.787926975585305e-07,-8.78793e-07
0.19,2545,0.05,3.72606667274483e-07,3.72607e-07
0.19,2545,0.05,2.161992714548084e-06,2.16199e-06
0.19,2545,0.05,4.100869298360652e-07,4.10087e-07
0.19,2545,0.05,8.080633709258312e-07,-8.08063e-07
0.19,2545,0.05,4.516208008551476e-08,4.51621e-08
0.19,2545,0.05,2.3985061488238207e-06,-2.39851e-06
0.19,2545,0.05,1.4433868174476327e-06,-1.44339e-06
0.19,2545,0.05,9.683801220950005e-07,9.6838e-07
0.19,2545,0.05,2.3279975074101834e-07,-2.328e-07
0.19,2545,0.05,1.2563213760324144e-06,-1.25632e-06
0.19,2545,0.05,6.891563059238642e-07,6.891563059238642e-07
0.19,2545,0.05,1.5515836505274786e-07,1.55158e-07
