selector,rule,ref_id,selector_role
dense_qc_stable_ref30,random_label,55,predeclared_dense_only
dense_qc_stable_ref30,random_label,56,predeclared_dense_only
dense_qc_stable_ref30,random_label,58,predeclared_dense_only
dense_qc_stable_ref30,random_label,59,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,1,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,3,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,4,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,6,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,7,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,8,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,9,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,13,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,15,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,16,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,21,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,22,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,24,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,26,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,27,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,30,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,33,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,34,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,36,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,37,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,38,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,40,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,42,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,43,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,45,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,46,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,48,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,49,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,50,predeclared_dense_only
dense_qc_stable_ref30,real_even_odd,55,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,0,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,3,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,5,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,7,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,8,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,10,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,11,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,16,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,17,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,21,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,24,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,25,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,28,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,29,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,31,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,32,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,33,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,37,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,39,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,41,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,42,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,43,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,44,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,47,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,48,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,49,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,52,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,56,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,58,predeclared_dense_only
dense_qc_stable_ref30,teacher_nn,59,predeclared_dense_only
high_margin_ref30,low_tv_spectral_teacher,1,predeclared
high_margin_ref30,low_tv_spectral_teacher,2,predeclared
high_margin_ref30,low_tv_spectral_teacher,3,predeclared
high_margin_ref30,low_tv_spectral_teacher,5,predeclared
high_margin_ref30,low_tv_spectral_teacher,9,predeclared
high_margin_ref30,low_tv_spectral_teacher,13,predeclared
high_margin_ref30,low_tv_spectral_teacher,14,predeclared
high_margin_ref30,low_tv_spectral_teacher,16,predeclared
high_margin_ref30,low_tv_spectral_teacher,17,predeclared
high_margin_ref30,low_tv_spectral_teacher,18,predeclared
high_margin_ref30,low_tv_spectral_teacher,19,predeclared
high_margin_ref30,low_tv_spectral_teacher,21,predeclared
high_margin_ref30,low_tv_spectral_teacher,22,predeclared
high_margin_ref30,low_tv_spectral_teacher,23,predeclared
high_margin_ref30,low_tv_spectral_teacher,25,predeclared
high_margin_ref30,low_tv_spectral_teacher,27,predeclared
high_margin_ref30,low_tv_spectral_teacher,28,predeclared
high_margin_ref30,low_tv_spectral_teacher,29,predeclared
high_margin_ref30,low_tv_spectral_teacher,30,predeclared
high_margin_ref30,low_tv_spectral_teacher,35,predeclared
high_margin_ref30,low_tv_spectral_teacher,38,predeclared
high_margin_ref30,low_tv_spectral_teacher,40,predeclared
high_margin_ref30,low_tv_spectral_teacher,42,predeclared
high_margin_ref30,low_tv_spectral_teacher,45,predeclared
high_margin_ref30,low_tv_spectral_teacher,46,predeclared
high_margin_ref30,low_tv_spectral_teacher,48,predeclared
high_margin_ref30,low_tv_spectral_teacher,49,predeclared
high_margin_ref30,low_tv_spectral_teacher,56,predeclared
high_margin_ref30,low_tv_spectral_teacher,57,predeclared
high_margin_ref30,low_tv_spectral_teacher,59,predeclared
high_margin_ref30,random_label,0,predeclared
high_margin_ref30,random_label,3,predeclared
high_margin_ref30,random_label,7,predeclared
high_margin_ref30,random_label,8,predeclared
high_margin_ref30,random_label,11,predeclared
high_margin_ref30,random_label,12,predeclared
high_margin_ref30,random_label,13,predeclared
high_margin_ref30,random_label,14,predeclared
high_margin_ref30,random_label,15,predeclared
high_margin_ref30,random_label,17,predeclared
high_margin_ref30,random_label,19,predeclared
high_margin_ref30,random_label,20,predeclared
high_margin_ref30,random_label,21,predeclared
high_margin_ref30,random_label,25,predeclared
high_margin_ref30,random_label,28,predeclared
high_margin_ref30,random_label,31,predeclared
high_margin_ref30,random_label,32,predeclared
high_margin_ref30,random_label,35,predeclared
high_margin_ref30,random_label,36,predeclared
high_margin_ref30,random_label,37,predeclared
high_margin_ref30,random_label,41,predeclared
high_margin_ref30,random_label,42,predeclared
high_margin_ref30,random_label,43,predeclared
high_margin_ref30,random_label,46,predeclared
high_margin_ref30,random_label,50,predeclared
high_margin_ref30,random_label,52,predeclared
high_margin_ref30,random_label,55,predeclared
high_margin_ref30,random_label,56,predeclared
high_margin_ref30,random_label,58,predeclared
high_margin_ref30,random_label,59,predeclared
high_margin_ref30,real_even_odd,0,predeclared
high_margin_ref30,real_even_odd,1,predeclared
high_margin_ref30,real_even_odd,2,predeclared
high_margin_ref30,real_even_odd,3,predeclared
high_margin_ref30,real_even_odd,7,predeclared
high_margin_ref30,real_even_odd,10,predeclared
high_margin_ref30,real_even_odd,11,predeclared
high_margin_ref30,real_even_odd,13,predeclared
high_margin_ref30,real_even_odd,14,predeclared
high_margin_ref30,real_even_odd,15,predeclared
high_margin_ref30,real_even_odd,16,predeclared
high_margin_ref30,real_even_odd,18,predeclared
high_margin_ref30,real_even_odd,21,predeclared
high_margin_ref30,real_even_odd,22,predeclared
high_margin_ref30,real_even_odd,23,predeclared
high_margin_ref30,real_even_odd,26,predeclared
high_margin_ref30,real_even_odd,28,predeclared
high_margin_ref30,real_even_odd,30,predeclared
high_margin_ref30,real_even_odd,32,predeclared
high_margin_ref30,real_even_odd,37,predeclared
high_margin_ref30,real_even_odd,38,predeclared
high_margin_ref30,real_even_odd,42,predeclared
high_margin_ref30,real_even_odd,44,predeclared
high_margin_ref30,real_even_odd,46,predeclared
high_margin_ref30,real_even_odd,47,predeclared
high_margin_ref30,real_even_odd,50,predeclared
high_margin_ref30,real_even_odd,51,predeclared
high_margin_ref30,real_even_odd,52,predeclared
high_margin_ref30,real_even_odd,54,predeclared
high_margin_ref30,real_even_odd,57,predeclared
high_margin_ref30,teacher_nn,3,predeclared
high_margin_ref30,teacher_nn,5,predeclared
high_margin_ref30,teacher_nn,8,predeclared
high_margin_ref30,teacher_nn,13,predeclared
high_margin_ref30,teacher_nn,14,predeclared
high_margin_ref30,teacher_nn,16,predeclared
high_margin_ref30,teacher_nn,20,predeclared
high_margin_ref30,teacher_nn,21,predeclared
high_margin_ref30,teacher_nn,25,predeclared
high_margin_ref30,teacher_nn,27,predeclared
high_margin_ref30,teacher_nn,28,predeclared
high_margin_ref30,teacher_nn,32,predeclared
high_margin_ref30,teacher_nn,33,predeclared
high_margin_ref30,teacher_nn,35,predeclared
high_margin_ref30,teacher_nn,37,predeclared
high_margin_ref30,teacher_nn,43,predeclared
high_margin_ref30,teacher_nn,44,predeclared
high_margin_ref30,teacher_nn,45,predeclared
high_margin_ref30,teacher_nn,46,predeclared
high_margin_ref30,teacher_nn,48,predeclared
high_margin_ref30,teacher_nn,49,predeclared
high_margin_ref30,teacher_nn,50,predeclared
high_margin_ref30,teacher_nn,51,predeclared
high_margin_ref30,teacher_nn,52,predeclared
high_margin_ref30,teacher_nn,53,predeclared
high_margin_ref30,teacher_nn,54,predeclared
high_margin_ref30,teacher_nn,55,predeclared
high_margin_ref30,teacher_nn,57,predeclared
high_margin_ref30,teacher_nn,58,predeclared
high_margin_ref30,teacher_nn,59,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,0,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,6,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,7,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,8,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,10,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,11,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,12,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,15,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,18,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,20,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,21,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,25,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,26,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,31,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,32,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,33,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,36,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,37,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,43,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,45,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,47,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,48,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,50,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,51,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,52,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,53,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,54,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,55,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,56,predeclared
l2_min_norm_ref30,low_tv_spectral_teacher,58,predeclared
l2_min_norm_ref30,random_label,0,predeclared
l2_min_norm_ref30,random_label,1,predeclared
l2_min_norm_ref30,random_label,2,predeclared
l2_min_norm_ref30,random_label,5,predeclared
l2_min_norm_ref30,random_label,6,predeclared
l2_min_norm_ref30,random_label,10,predeclared
l2_min_norm_ref30,random_label,11,predeclared
l2_min_norm_ref30,random_label,15,predeclared
l2_min_norm_ref30,random_label,16,predeclared
l2_min_norm_ref30,random_label,20,predeclared
l2_min_norm_ref30,random_label,21,predeclared
l2_min_norm_ref30,random_label,25,predeclared
l2_min_norm_ref30,random_label,26,predeclared
l2_min_norm_ref30,random_label,30,predeclared
l2_min_norm_ref30,random_label,32,predeclared
l2_min_norm_ref30,random_label,33,predeclared
l2_min_norm_ref30,random_label,35,predeclared
l2_min_norm_ref30,random_label,36,predeclared
l2_min_norm_ref30,random_label,40,predeclared
l2_min_norm_ref30,random_label,41,predeclared
l2_min_norm_ref30,random_label,42,predeclared
l2_min_norm_ref30,random_label,45,predeclared
l2_min_norm_ref30,random_label,46,predeclared
l2_min_norm_ref30,random_label,48,predeclared
l2_min_norm_ref30,random_label,50,predeclared
l2_min_norm_ref30,random_label,51,predeclared
l2_min_norm_ref30,random_label,52,predeclared
l2_min_norm_ref30,random_label,55,predeclared
l2_min_norm_ref30,random_label,56,predeclared
l2_min_norm_ref30,random_label,57,predeclared
l2_min_norm_ref30,real_even_odd,0,predeclared
l2_min_norm_ref30,real_even_odd,1,predeclared
l2_min_norm_ref30,real_even_odd,2,predeclared
l2_min_norm_ref30,real_even_odd,5,predeclared
l2_min_norm_ref30,real_even_odd,10,predeclared
l2_min_norm_ref30,real_even_odd,11,predeclared
l2_min_norm_ref30,real_even_odd,12,predeclared
l2_min_norm_ref30,real_even_odd,15,predeclared
l2_min_norm_ref30,real_even_odd,16,predeclared
l2_min_norm_ref30,real_even_odd,17,predeclared
l2_min_norm_ref30,real_even_odd,21,predeclared
l2_min_norm_ref30,real_even_odd,22,predeclared
l2_min_norm_ref30,real_even_odd,25,predeclared
l2_min_norm_ref30,real_even_odd,26,predeclared
l2_min_norm_ref30,real_even_odd,27,predeclared
l2_min_norm_ref30,real_even_odd,28,predeclared
l2_min_norm_ref30,real_even_odd,30,predeclared
l2_min_norm_ref30,real_even_odd,31,predeclared
l2_min_norm_ref30,real_even_odd,32,predeclared
l2_min_norm_ref30,real_even_odd,35,predeclared
l2_min_norm_ref30,real_even_odd,37,predeclared
l2_min_norm_ref30,real_even_odd,40,predeclared
l2_min_norm_ref30,real_even_odd,41,predeclared
l2_min_norm_ref30,real_even_odd,42,predeclared
l2_min_norm_ref30,real_even_odd,45,predeclared
l2_min_norm_ref30,real_even_odd,47,predeclared
l2_min_norm_ref30,real_even_odd,50,predeclared
l2_min_norm_ref30,real_even_odd,51,predeclared
l2_min_norm_ref30,real_even_odd,52,predeclared
l2_min_norm_ref30,real_even_odd,56,predeclared
l2_min_norm_ref30,teacher_nn,0,predeclared
l2_min_norm_ref30,teacher_nn,1,predeclared
l2_min_norm_ref30,teacher_nn,2,predeclared
l2_min_norm_ref30,teacher_nn,3,predeclared
l2_min_norm_ref30,teacher_nn,5,predeclared
l2_min_norm_ref30,teacher_nn,6,predeclared
l2_min_norm_ref30,teacher_nn,7,predeclared
l2_min_norm_ref30,teacher_nn,10,predeclared
l2_min_norm_ref30,teacher_nn,11,predeclared
l2_min_norm_ref30,teacher_nn,12,predeclared
l2_min_norm_ref30,teacher_nn,15,predeclared
l2_min_norm_ref30,teacher_nn,17,predeclared
l2_min_norm_ref30,teacher_nn,22,predeclared
l2_min_norm_ref30,teacher_nn,25,predeclared
l2_min_norm_ref30,teacher_nn,26,predeclared
l2_min_norm_ref30,teacher_nn,30,predeclared
l2_min_norm_ref30,teacher_nn,31,predeclared
l2_min_norm_ref30,teacher_nn,32,predeclared
l2_min_norm_ref30,teacher_nn,33,predeclared
l2_min_norm_ref30,teacher_nn,35,predeclared
l2_min_norm_ref30,teacher_nn,36,predeclared
l2_min_norm_ref30,teacher_nn,40,predeclared
l2_min_norm_ref30,teacher_nn,41,predeclared
l2_min_norm_ref30,teacher_nn,45,predeclared
l2_min_norm_ref30,teacher_nn,47,predeclared
l2_min_norm_ref30,teacher_nn,50,predeclared
l2_min_norm_ref30,teacher_nn,51,predeclared
l2_min_norm_ref30,teacher_nn,55,predeclared
l2_min_norm_ref30,teacher_nn,56,predeclared
l2_min_norm_ref30,teacher_nn,57,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,0,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,1,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,2,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,3,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,4,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,5,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,6,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,7,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,8,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,9,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,10,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,11,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,12,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,13,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,14,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,15,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,16,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,17,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,18,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,19,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,20,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,21,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,22,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,23,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,24,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,25,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,26,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,27,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,28,predeclared
optimizer_first30_ref30,low_tv_spectral_teacher,29,predeclared
optimizer_first30_ref30,random_label,0,predeclared
optimizer_first30_ref30,random_label,1,predeclared
optimizer_first30_ref30,random_label,2,predeclared
optimizer_first30_ref30,random_label,3,predeclared
optimizer_first30_ref30,random_label,4,predeclared
optimizer_first30_ref30,random_label,5,predeclared
optimizer_first30_ref30,random_label,6,predeclared
optimizer_first30_ref30,random_label,7,predeclared
optimizer_first30_ref30,random_label,8,predeclared
optimizer_first30_ref30,random_label,9,predeclared
optimizer_first30_ref30,random_label,10,predeclared
optimizer_first30_ref30,random_label,11,predeclared
optimizer_first30_ref30,random_label,12,predeclared
optimizer_first30_ref30,random_label,13,predeclared
optimizer_first30_ref30,random_label,14,predeclared
optimizer_first30_ref30,random_label,15,predeclared
optimizer_first30_ref30,random_label,16,predeclared
optimizer_first30_ref30,random_label,17,predeclared
optimizer_first30_ref30,random_label,18,predeclared
optimizer_first30_ref30,random_label,19,predeclared
optimizer_first30_ref30,random_label,20,predeclared
optimizer_first30_ref30,random_label,21,predeclared
optimizer_first30_ref30,random_label,22,predeclared
optimizer_first30_ref30,random_label,23,predeclared
optimizer_first30_ref30,random_label,24,predeclared
optimizer_first30_ref30,random_label,25,predeclared
optimizer_first30_ref30,random_label,26,predeclared
optimizer_first30_ref30,random_label,27,predeclared
optimizer_first30_ref30,random_label,28,predeclared
optimizer_first30_ref30,random_label,29,predeclared
optimizer_first30_ref30,real_even_odd,0,predeclared
optimizer_first30_ref30,real_even_odd,1,predeclared
optimizer_first30_ref30,real_even_odd,2,predeclared
optimizer_first30_ref30,real_even_odd,3,predeclared
optimizer_first30_ref30,real_even_odd,4,predeclared
optimizer_first30_ref30,real_even_odd,5,predeclared
optimizer_first30_ref30,real_even_odd,6,predeclared
optimizer_first30_ref30,real_even_odd,7,predeclared
optimizer_first30_ref30,real_even_odd,8,predeclared
optimizer_first30_ref30,real_even_odd,9,predeclared
optimizer_first30_ref30,real_even_odd,10,predeclared
optimizer_first30_ref30,real_even_odd,11,predeclared
optimizer_first30_ref30,real_even_odd,12,predeclared
optimizer_first30_ref30,real_even_odd,13,predeclared
optimizer_first30_ref30,real_even_odd,14,predeclared
optimizer_first30_ref30,real_even_odd,15,predeclared
optimizer_first30_ref30,real_even_odd,16,predeclared
optimizer_first30_ref30,real_even_odd,17,predeclared
optimizer_first30_ref30,real_even_odd,18,predeclared
optimizer_first30_ref30,real_even_odd,19,predeclared
optimizer_first30_ref30,real_even_odd,20,predeclared
optimizer_first30_ref30,real_even_odd,21,predeclared
optimizer_first30_ref30,real_even_odd,22,predeclared
optimizer_first30_ref30,real_even_odd,23,predeclared
optimizer_first30_ref30,real_even_odd,24,predeclared
optimizer_first30_ref30,real_even_odd,25,predeclared
optimizer_first30_ref30,real_even_odd,26,predeclared
optimizer_first30_ref30,real_even_odd,27,predeclared
optimizer_first30_ref30,real_even_odd,28,predeclared
optimizer_first30_ref30,real_even_odd,29,predeclared
optimizer_first30_ref30,teacher_nn,0,predeclared
optimizer_first30_ref30,teacher_nn,1,predeclared
optimizer_first30_ref30,teacher_nn,2,predeclared
optimizer_first30_ref30,teacher_nn,3,predeclared
optimizer_first30_ref30,teacher_nn,4,predeclared
optimizer_first30_ref30,teacher_nn,5,predeclared
optimizer_first30_ref30,teacher_nn,6,predeclared
optimizer_first30_ref30,teacher_nn,7,predeclared
optimizer_first30_ref30,teacher_nn,8,predeclared
optimizer_first30_ref30,teacher_nn,9,predeclared
optimizer_first30_ref30,teacher_nn,10,predeclared
optimizer_first30_ref30,teacher_nn,11,predeclared
optimizer_first30_ref30,teacher_nn,12,predeclared
optimizer_first30_ref30,teacher_nn,13,predeclared
optimizer_first30_ref30,teacher_nn,14,predeclared
optimizer_first30_ref30,teacher_nn,15,predeclared
optimizer_first30_ref30,teacher_nn,16,predeclared
optimizer_first30_ref30,teacher_nn,17,predeclared
optimizer_first30_ref30,teacher_nn,18,predeclared
optimizer_first30_ref30,teacher_nn,19,predeclared
optimizer_first30_ref30,teacher_nn,20,predeclared
optimizer_first30_ref30,teacher_nn,21,predeclared
optimizer_first30_ref30,teacher_nn,22,predeclared
optimizer_first30_ref30,teacher_nn,23,predeclared
optimizer_first30_ref30,teacher_nn,24,predeclared
optimizer_first30_ref30,teacher_nn,25,predeclared
optimizer_first30_ref30,teacher_nn,26,predeclared
optimizer_first30_ref30,teacher_nn,27,predeclared
optimizer_first30_ref30,teacher_nn,28,predeclared
optimizer_first30_ref30,teacher_nn,29,predeclared
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,0,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,31,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,32,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,33,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,34,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,35,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,36,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,37,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,38,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,39,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,40,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,41,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,42,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,43,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,44,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,45,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,46,diagnostic_posthoc
