selector,rule,radius,delta_phi_energy,delta_phi_full,n_units,qc_pass,claim_status
dense_qc_stable_ref30,real_even_odd,0.12,,,0,False,missing_units
dense_qc_stable_ref30,real_even_odd,0.15,,,0,False,missing_units
dense_qc_stable_ref30,real_even_odd,0.2,,,0,False,missing_units
dense_qc_stable_ref30,real_even_odd,0.3,,,0,False,missing_units
dense_qc_stable_ref30,real_even_odd,0.45,,,0,False,missing_units
dense_qc_stable_ref30,real_even_odd,0.65,,,0,False,missing_units
dense_qc_stable_ref30,real_even_odd,0.85,,,0,False,missing_units
dense_qc_stable_ref30,real_even_odd,1.0,,,0,False,missing_units
dense_qc_stable_ref30,real_even_odd,1.25,,,0,False,missing_units
dense_qc_stable_ref30,real_even_odd,1.5,,,0,False,missing_units
dense_qc_stable_ref30,real_even_odd,1.75,,,0,False,missing_units
dense_qc_stable_ref30,real_even_odd,2.0,,,0,False,missing_units
dense_qc_stable_ref30,real_even_odd,2.25,,,0,False,missing_units
dense_qc_stable_ref30,real_even_odd,2.5,,,0,False,missing_units
dense_qc_stable_ref30,teacher_nn,0.01,0.0,0.0,30,True,claimable_selector_radius
dense_qc_stable_ref30,teacher_nn,0.02,-0.000149524669297997,0.692716003237027,30,True,claimable_selector_radius
dense_qc_stable_ref30,teacher_nn,0.03,-0.00042724844548627176,1.0977386313284065,30,True,claimable_selector_radius
dense_qc_stable_ref30,teacher_nn,0.05,-0.0014758685110165999,1.6073080667136428,30,True,claimable_selector_radius
dense_qc_stable_ref30,teacher_nn,0.08,-0.004339618496821977,2.0742569652221525,30,True,claimable_selector_radius
dense_qc_stable_ref30,teacher_nn,0.12,-0.011780169291041052,2.4721167662955015,1,False,missing_units
dense_qc_stable_ref30,teacher_nn,0.15,-0.016078946615687626,2.6908708683828646,1,False,missing_units
dense_qc_stable_ref30,teacher_nn,0.2,-0.024753238098639486,2.9697617529386697,1,False,missing_units
dense_qc_stable_ref30,teacher_nn,0.3,-0.038497040735880075,3.361318302168997,1,False,missing_units
dense_qc_stable_ref30,teacher_nn,0.45,-0.05808621402298231,3.7470294807494624,1,False,missing_units
dense_qc_stable_ref30,teacher_nn,0.65,-0.07234300616442908,4.10034804785559,1,False,missing_units
dense_qc_stable_ref30,teacher_nn,0.85,-0.09118573492867028,4.349660299596392,1,False,missing_units
dense_qc_stable_ref30,teacher_nn,1.0,-0.09909642707405918,4.50420249918791,1,False,missing_units
dense_qc_stable_ref30,teacher_nn,1.25,-0.11338532509660078,4.7129664805773785,1,False,missing_units
dense_qc_stable_ref30,teacher_nn,1.5,-0.12473240056602776,4.883866877563508,1,False,missing_units
dense_qc_stable_ref30,teacher_nn,1.75,-0.1287386776410929,5.0339486429000875,1,False,missing_units
dense_qc_stable_ref30,teacher_nn,2.0,-0.13528948809507602,5.160874966073218,1,False,missing_units
dense_qc_stable_ref30,teacher_nn,2.25,-0.1407236416227799,5.273175988374324,1,False,missing_units
dense_qc_stable_ref30,teacher_nn,2.5,-0.12686594925147157,5.3923513843288315,1,False,missing_units
high_margin_ref30,low_tv_spectral_teacher,0.01,0.0,0.0,30,True,claimable_selector_radius
high_margin_ref30,low_tv_spectral_teacher,0.02,-4.7658719100843775e-05,0.6928178691872241,30,True,claimable_selector_radius
high_margin_ref30,low_tv_spectral_teacher,0.03,-0.0001404218261662316,1.0980254579477267,30,True,claimable_selector_radius
high_margin_ref30,low_tv_spectral_teacher,0.05,-0.0005438437655636995,1.6082400914590957,30,True,claimable_selector_radius
high_margin_ref30,low_tv_spectral_teacher,0.08,-0.0019467517768555044,2.076649831942119,30,True,claimable_selector_radius
high_margin_ref30,low_tv_spectral_teacher,0.12,-0.005097399025442868,2.4787995365610995,19,False,missing_units
high_margin_ref30,low_tv_spectral_teacher,0.15,-0.00822572994238431,2.698724085056168,19,False,missing_units
high_margin_ref30,low_tv_spectral_teacher,0.2,-0.01409784285568777,2.9804171481816213,19,False,missing_units
high_margin_ref30,low_tv_spectral_teacher,0.3,-0.02624174832119199,3.373573594583685,18,False,missing_units
high_margin_ref30,low_tv_spectral_teacher,0.45,-0.03992888389677143,3.7651868108756736,18,False,missing_units_and_qc_fail
high_margin_ref30,low_tv_spectral_teacher,0.65,-0.053477846280140906,4.119213207739879,18,False,missing_units_and_qc_fail
high_margin_ref30,low_tv_spectral_teacher,0.85,-0.06489307515451916,4.375952959370544,18,False,missing_units_and_qc_fail
high_margin_ref30,low_tv_spectral_teacher,1.0,-0.07192970139080053,4.5313692248711686,18,False,missing_units_and_qc_fail
high_margin_ref30,low_tv_spectral_teacher,1.25,-0.0816406361297719,4.744711169544207,18,False,missing_units_and_qc_fail
high_margin_ref30,low_tv_spectral_teacher,1.5,-0.08796396340972105,4.920635314719815,18,False,missing_units_and_qc_fail
high_margin_ref30,low_tv_spectral_teacher,1.75,-0.09586709159521672,5.066820228945963,18,False,missing_units_and_qc_fail
high_margin_ref30,low_tv_spectral_teacher,2.0,-0.10221835876037277,5.19394609540792,17,False,missing_units_and_qc_fail
high_margin_ref30,low_tv_spectral_teacher,2.25,-0.10683836863388509,5.30706126136322,17,False,missing_units_and_qc_fail
high_margin_ref30,low_tv_spectral_teacher,2.5,-0.1123046970884477,5.406912636491856,17,False,missing_units_and_qc_fail
high_margin_ref30,random_label,0.01,0.0,0.0,30,True,claimable_selector_radius
high_margin_ref30,random_label,0.02,-0.00040310913765211493,0.6924624187686728,30,True,claimable_selector_radius
high_margin_ref30,random_label,0.03,-0.0012998410646916077,1.096866038709201,30,True,claimable_selector_radius
high_margin_ref30,random_label,0.05,-0.005107367846111144,1.6036765673785487,30,True,claimable_selector_radius
high_margin_ref30,random_label,0.08,-0.015122830348688419,2.0634737533702863,30,True,claimable_selector_radius
high_margin_ref30,random_label,0.12,-0.03907799767678118,2.4448189379097616,1,False,missing_units
high_margin_ref30,random_label,0.15,-0.06106418865992102,2.645885626338631,1,False,missing_units
high_margin_ref30,random_label,0.2,-0.09224982672021843,2.902265164317091,1,False,missing_units
high_margin_ref30,random_label,0.3,-0.14364400126484975,3.2561713416400275,1,False,missing_units
high_margin_ref30,random_label,0.45,-0.14868297254822468,3.65643272222422,1,False,missing_units
high_margin_ref30,random_label,0.65,-0.15279697568973283,4.019894078330286,1,False,missing_units
high_margin_ref30,random_label,0.85,-0.15453574898690267,4.28631028553816,1,False,missing_units
high_margin_ref30,random_label,1.0,-0.1545604958503923,4.448738430411577,1,False,missing_units
high_margin_ref30,random_label,1.25,-0.16086420850305722,4.665487597170921,1,False,missing_units
high_margin_ref30,random_label,1.5,-0.16259737157058418,4.846001906558953,1,False,missing_units
high_margin_ref30,random_label,1.75,-0.1658339971772137,4.9968533233639665,1,False,missing_units
high_margin_ref30,random_label,2.0,-0.16697451730764806,5.129189936860645,1,False,missing_units
high_margin_ref30,random_label,2.25,-0.17169325958308315,5.242206370414021,1,False,missing_units
high_margin_ref30,random_label,2.5,-0.17443930533158897,5.344778028248714,1,False,missing_units
high_margin_ref30,real_even_odd,0.01,0.0,0.0,30,True,claimable_selector_radius
high_margin_ref30,real_even_odd,0.02,-2.1081822669849615e-05,0.692844446083655,30,True,claimable_selector_radius
high_margin_ref30,real_even_odd,0.03,-6.644613047097756e-05,1.0980994336434216,30,True,claimable_selector_radius
high_margin_ref30,real_even_odd,0.05,-0.00031089650640825844,1.608473038718251,30,True,claimable_selector_radius
high_margin_ref30,real_even_odd,0.08,-0.0013877739894024533,2.077208809729572,30,True,claimable_selector_radius
high_margin_ref30,real_even_odd,0.12,-0.004537616273856901,2.4793593193126857,1,False,missing_units
high_margin_ref30,real_even_odd,0.15,-0.007666995873330379,2.6992828191252216,1,False,missing_units
high_margin_ref30,real_even_odd,0.2,-0.014014004819049112,2.98050098621826,1,False,missing_units
high_margin_ref30,real_even_odd,0.3,-0.024834208032746125,3.3749811348721312,1,False,missing_units
high_margin_ref30,real_even_odd,0.45,-0.03694529941390134,3.7681703953585433,1,False,missing_units
high_margin_ref30,real_even_odd,0.65,-0.053593964353978826,4.11909708966604,1,False,missing_units
high_margin_ref30,real_even_odd,0.85,-0.06031937375927967,4.380526660765783,1,False,missing_units
high_margin_ref30,real_even_odd,1.0,-0.07641753692324174,4.526881389338727,1,False,missing_units
high_margin_ref30,real_even_odd,1.25,-0.07893878316294256,4.7474130225110365,1,False,missing_units
high_margin_ref30,real_even_odd,1.5,-0.08585854067133361,4.922740737458203,1,False,missing_units
high_margin_ref30,real_even_odd,1.75,-0.09389617413820042,5.06879114640298,1,False,missing_units
high_margin_ref30,real_even_odd,2.0,-0.09860105683815164,5.197563397330142,1,False,missing_units
high_margin_ref30,real_even_odd,2.25,-0.1002574577473984,5.313642172249706,1,False,missing_units
high_margin_ref30,real_even_odd,2.5,-0.10570651486207938,5.4135108187182235,1,False,missing_units
high_margin_ref30,teacher_nn,0.01,0.0,0.0,30,True,claimable_selector_radius
high_margin_ref30,teacher_nn,0.02,-0.00013099521891805603,0.6927345326874068,30,True,claimable_selector_radius
high_margin_ref30,teacher_nn,0.03,-0.0003811914679207469,1.0977846883059719,30,True,claimable_selector_radius
high_margin_ref30,teacher_nn,0.05,-0.0013668532687498608,1.6074170819559095,30,True,claimable_selector_radius
high_margin_ref30,teacher_nn,0.08,-0.004121354172775287,2.0744752295461995,30,True,claimable_selector_radius
high_margin_ref30,teacher_nn,0.12,,,0,False,missing_units
high_margin_ref30,teacher_nn,0.15,,,0,False,missing_units
high_margin_ref30,teacher_nn,0.2,,,0,False,missing_units
high_margin_ref30,teacher_nn,0.3,,,0,False,missing_units
high_margin_ref30,teacher_nn,0.45,,,0,False,missing_units
high_margin_ref30,teacher_nn,0.65,,,0,False,missing_units
high_margin_ref30,teacher_nn,0.85,,,0,False,missing_units
high_margin_ref30,teacher_nn,1.0,,,0,False,missing_units
high_margin_ref30,teacher_nn,1.25,,,0,False,missing_units
high_margin_ref30,teacher_nn,1.5,,,0,False,missing_units
high_margin_ref30,teacher_nn,1.75,,,0,False,missing_units
high_margin_ref30,teacher_nn,2.0,,,0,False,missing_units
high_margin_ref30,teacher_nn,2.25,,,0,False,missing_units
high_margin_ref30,teacher_nn,2.5,,,0,False,missing_units
l2_min_norm_ref30,low_tv_spectral_teacher,0.01,0.0,0.0,30,True,claimable_selector_radius
l2_min_norm_ref30,low_tv_spectral_teacher,0.02,-0.00014284274643880685,0.692722685159886,30,True,claimable_selector_radius
l2_min_norm_ref30,low_tv_spectral_teacher,0.03,-0.0003961045420489824,1.0977697752318438,30,True,claimable_selector_radius
l2_min_norm_ref30,low_tv_spectral_teacher,0.05,-0.0012785619899939571,1.6075053732346651,30,True,claimable_selector_radius
l2_min_norm_ref30,low_tv_spectral_teacher,0.08,-0.0035260212880988385,2.075070562430876,30,True,claimable_selector_radius
l2_min_norm_ref30,low_tv_spectral_teacher,0.12,-0.007614516337601477,2.476282419248941,13,False,missing_units
l2_min_norm_ref30,low_tv_spectral_teacher,0.15,-0.0111883097512612,2.6957615052472907,13,False,missing_units
l2_min_norm_ref30,low_tv_spectral_teacher,0.2,-0.017690044546152313,2.9768249464911567,13,False,missing_units
l2_min_norm_ref30,low_tv_spectral_teacher,0.3,-0.029494474551745895,3.370320868353131,13,False,missing_units
l2_min_norm_ref30,low_tv_spectral_teacher,0.45,-0.04281189611078425,3.7623037986616605,13,False,missing_units
l2_min_norm_ref30,low_tv_spectral_teacher,0.65,-0.05530046942090911,4.11739058459911,13,False,missing_units_and_qc_fail
l2_min_norm_ref30,low_tv_spectral_teacher,0.85,-0.0652724333672047,4.375573601157858,13,False,missing_units_and_qc_fail
l2_min_norm_ref30,low_tv_spectral_teacher,1.0,-0.07392790711117178,4.529371019150796,13,False,missing_units_and_qc_fail
l2_min_norm_ref30,low_tv_spectral_teacher,1.25,-0.08128776598097752,4.745064039693002,13,False,missing_units_and_qc_fail
l2_min_norm_ref30,low_tv_spectral_teacher,1.5,-0.08764215938119888,4.920957118748338,13,False,missing_units_and_qc_fail
l2_min_norm_ref30,low_tv_spectral_teacher,1.75,-0.09597420608761145,5.066713114453568,13,False,missing_units_and_qc_fail
l2_min_norm_ref30,low_tv_spectral_teacher,2.0,-0.10159445911053638,5.194569995057757,13,False,missing_units_and_qc_fail
l2_min_norm_ref30,low_tv_spectral_teacher,2.25,-0.10797346648954856,5.305926163507555,13,False,missing_units_and_qc_fail
l2_min_norm_ref30,low_tv_spectral_teacher,2.5,-0.11228553358977388,5.406931799990529,13,False,missing_units_and_qc_fail
l2_min_norm_ref30,random_label,0.01,0.0,0.0,30,True,claimable_selector_radius
l2_min_norm_ref30,random_label,0.02,-0.0005088043601722205,0.6923567235461527,30,True,claimable_selector_radius
l2_min_norm_ref30,random_label,0.03,-0.001591211593127291,1.0965746681807653,30,True,claimable_selector_radius
l2_min_norm_ref30,random_label,0.05,-0.005898118279751261,1.6028858169449083,30,True,claimable_selector_radius
l2_min_norm_ref30,random_label,0.08,-0.016693739967058047,2.0619028437519167,30,True,claimable_selector_radius
l2_min_norm_ref30,random_label,0.12,-0.03907799767678118,2.4448189379097616,1,False,missing_units
l2_min_norm_ref30,random_label,0.15,-0.06106418865992102,2.645885626338631,1,False,missing_units
l2_min_norm_ref30,random_label,0.2,-0.09224982672021843,2.902265164317091,1,False,missing_units
l2_min_norm_ref30,random_label,0.3,-0.14364400126484975,3.2561713416400275,1,False,missing_units
l2_min_norm_ref30,random_label,0.45,-0.14868297254822468,3.65643272222422,1,False,missing_units
l2_min_norm_ref30,random_label,0.65,-0.15279697568973283,4.019894078330286,1,False,missing_units
l2_min_norm_ref30,random_label,0.85,-0.15453574898690267,4.28631028553816,1,False,missing_units
l2_min_norm_ref30,random_label,1.0,-0.1545604958503923,4.448738430411577,1,False,missing_units
l2_min_norm_ref30,random_label,1.25,-0.16086420850305722,4.665487597170921,1,False,missing_units
l2_min_norm_ref30,random_label,1.5,-0.16259737157058418,4.846001906558953,1,False,missing_units
l2_min_norm_ref30,random_label,1.75,-0.1658339971772137,4.9968533233639665,1,False,missing_units
l2_min_norm_ref30,random_label,2.0,-0.16697451730764806,5.129189936860645,1,False,missing_units
l2_min_norm_ref30,random_label,2.25,-0.17169325958308315,5.242206370414021,1,False,missing_units
l2_min_norm_ref30,random_label,2.5,-0.17443930533158897,5.344778028248714,1,False,missing_units
l2_min_norm_ref30,real_even_odd,0.01,0.0,0.0,30,True,claimable_selector_radius
l2_min_norm_ref30,real_even_odd,0.02,-2.8048024424687255e-05,0.6928374798819003,30,True,claimable_selector_radius
l2_min_norm_ref30,real_even_odd,0.03,-8.59149832491828e-05,1.0980799647906432,30,True,claimable_selector_radius
l2_min_norm_ref30,real_even_odd,0.05,-0.00037153719980858663,1.6084123980248506,30,True,claimable_selector_radius
l2_min_norm_ref30,real_even_odd,0.08,-0.001526658717473412,2.077069925001501,30,True,claimable_selector_radius
l2_min_norm_ref30,real_even_odd,0.12,-0.004537616273856901,2.4793593193126857,1,False,missing_units
l2_min_norm_ref30,real_even_odd,0.15,-0.007666995873330379,2.6992828191252216,1,False,missing_units
l2_min_norm_ref30,real_even_odd,0.2,-0.014014004819049112,2.98050098621826,1,False,missing_units
l2_min_norm_ref30,real_even_odd,0.3,-0.024834208032746125,3.3749811348721312,1,False,missing_units
l2_min_norm_ref30,real_even_odd,0.45,-0.03694529941390134,3.7681703953585433,1,False,missing_units
l2_min_norm_ref30,real_even_odd,0.65,-0.053593964353978826,4.11909708966604,1,False,missing_units
l2_min_norm_ref30,real_even_odd,0.85,-0.06031937375927967,4.380526660765783,1,False,missing_units
l2_min_norm_ref30,real_even_odd,1.0,-0.07641753692324174,4.526881389338727,1,False,missing_units
l2_min_norm_ref30,real_even_odd,1.25,-0.07893878316294256,4.7474130225110365,1,False,missing_units
l2_min_norm_ref30,real_even_odd,1.5,-0.08585854067133361,4.922740737458203,1,False,missing_units
l2_min_norm_ref30,real_even_odd,1.75,-0.09389617413820042,5.06879114640298,1,False,missing_units
l2_min_norm_ref30,real_even_odd,2.0,-0.09860105683815164,5.197563397330142,1,False,missing_units
l2_min_norm_ref30,real_even_odd,2.25,-0.1002574577473984,5.313642172249706,1,False,missing_units
l2_min_norm_ref30,real_even_odd,2.5,-0.10570651486207938,5.4135108187182235,1,False,missing_units
l2_min_norm_ref30,teacher_nn,0.01,0.0,0.0,30,True,claimable_selector_radius
l2_min_norm_ref30,teacher_nn,0.02,-0.00021871687634031703,0.6926468110299846,30,True,claimable_selector_radius
l2_min_norm_ref30,teacher_nn,0.03,-0.0006159666169897562,1.0975499131569029,30,True,claimable_selector_radius
l2_min_norm_ref30,teacher_nn,0.05,-0.0020122239124068333,1.6067717113122524,30,True,claimable_selector_radius
l2_min_norm_ref30,teacher_nn,0.08,-0.005463288227938361,2.073133295491036,30,True,claimable_selector_radius
l2_min_norm_ref30,teacher_nn,0.12,-0.011780169291041052,2.4721167662955015,1,False,missing_units
l2_min_norm_ref30,teacher_nn,0.15,-0.016078946615687626,2.6908708683828646,1,False,missing_units
l2_min_norm_ref30,teacher_nn,0.2,-0.024753238098639486,2.9697617529386697,1,False,missing_units
l2_min_norm_ref30,teacher_nn,0.3,-0.038497040735880075,3.361318302168997,1,False,missing_units
l2_min_norm_ref30,teacher_nn,0.45,-0.05808621402298231,3.7470294807494624,1,False,missing_units
l2_min_norm_ref30,teacher_nn,0.65,-0.07234300616442908,4.10034804785559,1,False,missing_units
l2_min_norm_ref30,teacher_nn,0.85,-0.09118573492867028,4.349660299596392,1,False,missing_units
l2_min_norm_ref30,teacher_nn,1.0,-0.09909642707405918,4.50420249918791,1,False,missing_units
l2_min_norm_ref30,teacher_nn,1.25,-0.11338532509660078,4.7129664805773785,1,False,missing_units
l2_min_norm_ref30,teacher_nn,1.5,-0.12473240056602776,4.883866877563508,1,False,missing_units
l2_min_norm_ref30,teacher_nn,1.75,-0.1287386776410929,5.0339486429000875,1,False,missing_units
l2_min_norm_ref30,teacher_nn,2.0,-0.13528948809507602,5.160874966073218,1,False,missing_units
l2_min_norm_ref30,teacher_nn,2.25,-0.1407236416227799,5.273175988374324,1,False,missing_units
l2_min_norm_ref30,teacher_nn,2.5,-0.12686594925147157,5.3923513843288315,1,False,missing_units
optimizer_first30_ref30,low_tv_spectral_teacher,0.01,0.0,0.0,30,True,claimable_selector_radius
optimizer_first30_ref30,low_tv_spectral_teacher,0.02,-8.637338418557157e-05,0.6927791545221393,30,True,claimable_selector_radius
optimizer_first30_ref30,low_tv_spectral_teacher,0.03,-0.00024189456215465465,1.0979239852117382,30,True,claimable_selector_radius
optimizer_first30_ref30,low_tv_spectral_teacher,0.05,-0.0008307114107293381,1.60795322381393,30,True,claimable_selector_radius
optimizer_first30_ref30,low_tv_spectral_teacher,0.08,-0.0025370826309293647,2.076059501088045,30,True,claimable_selector_radius
optimizer_first30_ref30,low_tv_spectral_teacher,0.12,-0.00607817758987155,2.4778187579966713,30,True,claimable_selector_radius
optimizer_first30_ref30,low_tv_spectral_teacher,0.15,-0.009370623078859441,2.6975791919196923,30,True,claimable_selector_radius
optimizer_first30_ref30,low_tv_spectral_teacher,0.2,-0.015405437658839742,2.9791095533784704,30,True,claimable_selector_radius
optimizer_first30_ref30,low_tv_spectral_teacher,0.3,-0.02738871994226512,3.372426622962612,30,True,claimable_selector_radius
optimizer_first30_ref30,low_tv_spectral_teacher,0.45,-0.0408592835733279,3.764256411199118,30,False,no_claim_qc_fail
optimizer_first30_ref30,low_tv_spectral_teacher,0.65,-0.054323332896363936,4.118367721123655,30,False,no_claim_qc_fail
optimizer_first30_ref30,low_tv_spectral_teacher,0.85,-0.06505416079161923,4.375791873733443,30,False,no_claim_qc_fail
optimizer_first30_ref30,low_tv_spectral_teacher,1.0,-0.07268088001839738,4.530618046243572,30,False,no_claim_qc_fail
optimizer_first30_ref30,low_tv_spectral_teacher,1.25,-0.08159404606270643,4.744757759611273,30,False,no_claim_qc_fail
optimizer_first30_ref30,low_tv_spectral_teacher,1.5,-0.08793707963199514,4.920662198497541,30,False,no_claim_qc_fail
optimizer_first30_ref30,low_tv_spectral_teacher,1.75,-0.09547212100541767,5.067215199535763,30,False,no_claim_qc_fail
optimizer_first30_ref30,low_tv_spectral_teacher,2.0,-0.10180400952277326,5.194360444645519,29,False,missing_units_and_qc_fail
optimizer_first30_ref30,low_tv_spectral_teacher,2.25,-0.10738894224838834,5.306510687748716,29,False,missing_units_and_qc_fail
optimizer_first30_ref30,low_tv_spectral_teacher,2.5,-0.11221748065521114,5.406999852925092,29,False,missing_units_and_qc_fail
optimizer_first30_ref30,random_label,0.01,0.0,0.0,30,True,claimable_selector_radius
optimizer_first30_ref30,random_label,0.02,-0.0004486325985090234,0.6924168953078157,30,True,claimable_selector_radius
optimizer_first30_ref30,random_label,0.03,-0.0013973187076528968,1.0967685610662399,30,True,claimable_selector_radius
optimizer_first30_ref30,random_label,0.05,-0.005237708638714916,1.6035462265859446,30,True,claimable_selector_radius
optimizer_first30_ref30,random_label,0.08,-0.015136995982779046,2.063459587736195,30,True,claimable_selector_radius
optimizer_first30_ref30,random_label,0.12,-0.03907799767678118,2.4448189379097616,1,False,missing_units
optimizer_first30_ref30,random_label,0.15,-0.06106418865992102,2.645885626338631,1,False,missing_units
optimizer_first30_ref30,random_label,0.2,-0.09224982672021843,2.902265164317091,1,False,missing_units
optimizer_first30_ref30,random_label,0.3,-0.14364400126484975,3.2561713416400275,1,False,missing_units
optimizer_first30_ref30,random_label,0.45,-0.14868297254822468,3.65643272222422,1,False,missing_units
optimizer_first30_ref30,random_label,0.65,-0.15279697568973283,4.019894078330286,1,False,missing_units
optimizer_first30_ref30,random_label,0.85,-0.15453574898690267,4.28631028553816,1,False,missing_units
optimizer_first30_ref30,random_label,1.0,-0.1545604958503923,4.448738430411577,1,False,missing_units
optimizer_first30_ref30,random_label,1.25,-0.16086420850305722,4.665487597170921,1,False,missing_units
optimizer_first30_ref30,random_label,1.5,-0.16259737157058418,4.846001906558953,1,False,missing_units
optimizer_first30_ref30,random_label,1.75,-0.1658339971772137,4.9968533233639665,1,False,missing_units
optimizer_first30_ref30,random_label,2.0,-0.16697451730764806,5.129189936860645,1,False,missing_units
optimizer_first30_ref30,random_label,2.25,-0.17169325958308315,5.242206370414021,1,False,missing_units
optimizer_first30_ref30,random_label,2.5,-0.17443930533158897,5.344778028248714,1,False,missing_units
optimizer_first30_ref30,real_even_odd,0.01,0.0,0.0,30,True,claimable_selector_radius
optimizer_first30_ref30,real_even_odd,0.02,-2.514254291693926e-05,0.6928403853634079,30,True,claimable_selector_radius
optimizer_first30_ref30,real_even_odd,0.03,-7.765247435459039e-05,1.098088227299538,30,True,claimable_selector_radius
optimizer_first30_ref30,real_even_odd,0.05,-0.00034310571017028625,1.608440829514489,30,True,claimable_selector_radius
optimizer_first30_ref30,real_even_odd,0.08,-0.0014649884890728165,2.077131595229902,30,True,claimable_selector_radius
optimizer_first30_ref30,real_even_odd,0.12,-0.004537616273856901,2.4793593193126857,1,False,missing_units
optimizer_first30_ref30,real_even_odd,0.15,-0.007666995873330379,2.6992828191252216,1,False,missing_units
optimizer_first30_ref30,real_even_odd,0.2,-0.014014004819049112,2.98050098621826,1,False,missing_units
optimizer_first30_ref30,real_even_odd,0.3,-0.024834208032746125,3.3749811348721312,1,False,missing_units
optimizer_first30_ref30,real_even_odd,0.45,-0.03694529941390134,3.7681703953585433,1,False,missing_units
