rule,ref_id,tsne_1,tsne_2,umap_1,umap_2,dist_to_rule_umap_centroid
low_tv_spectral_teacher,1005,5.0115237,-0.98840845,16.687727,-0.20944235,1.1548875255929574
low_tv_spectral_teacher,1006,12.56816,-1.8733114,16.021797,1.3455712,1.01771767885197
low_tv_spectral_teacher,1007,5.0853915,-4.2101393,15.970738,0.4291687,1.0890336390079711
low_tv_spectral_teacher,1008,0.88324773,-5.692872,17.045547,0.09494791,0.8277300019105645
low_tv_spectral_teacher,1009,8.226351,-2.0611963,15.807035,0.71142304,1.1559490796470635
low_tv_spectral_teacher,1010,13.611651,0.46394324,16.433186,1.9361087,1.1406946931868043
low_tv_spectral_teacher,1011,6.142092,-9.210372,17.429771,1.4996982,0.7585909006363712
low_tv_spectral_teacher,1012,15.08385,-4.0777097,16.936861,0.5870906,0.32950636453339593
low_tv_spectral_teacher,1013,10.841155,-7.2860174,16.920206,1.0770361,0.16238104992814822
low_tv_spectral_teacher,1014,12.485462,-7.23785,17.806946,1.2713957,0.9324735479995253
low_tv_spectral_teacher,1015,11.930631,-2.0386167,16.807856,0.74111193,0.2224287765005364
low_tv_spectral_teacher,1016,8.598434,-4.2169957,17.562557,0.87079585,0.6195987160307331
low_tv_spectral_teacher,1017,4.9714003,-2.8159063,16.044432,-0.18007703,1.4187598175388514
low_tv_spectral_teacher,1018,11.405738,-8.801204,16.2983,1.3416216,0.7736204992306733
low_tv_spectral_teacher,1019,8.203368,-11.739757,16.548529,1.8128309,0.9799539790784303
low_tv_spectral_teacher,1020,11.700735,-4.257619,17.81343,2.1546068,1.5125084196249923
low_tv_spectral_teacher,1021,2.2210357,-2.2375662,17.987331,0.46548006,1.1360521817159286
low_tv_spectral_teacher,1022,7.1518426,-3.6308856,16.933203,0.1568158,0.7597753750618221
low_tv_spectral_teacher,1023,8.536062,-0.8199908,15.97353,0.8191072,0.9759890358682652
low_tv_spectral_teacher,1024,9.874315,-4.7820544,16.7307,1.0506907,0.25254552073801984
low_tv_spectral_teacher,1025,6.9777923,-8.952245,17.675476,0.91449517,0.7308320024131149
low_tv_spectral_teacher,1026,4.45617,-9.269624,17.769531,1.0027269,0.8293783933545343
low_tv_spectral_teacher,1027,8.115673,-5.777118,17.17815,0.45870656,0.513909724751322
low_tv_spectral_teacher,1028,7.558657,-7.1110554,16.9806,1.682163,0.7665017030674417
low_tv_spectral_teacher,1029,8.656678,-7.3802247,17.782213,1.6124505,1.088970878662763
random_label,0,-35.64817,-3.7157228,-10.480022,5.448896,0.644626122329667
random_label,1,-37.579765,0.6842901,-10.103403,5.6378713,0.24994008829780742
random_label,2,-35.189133,-0.660458,-10.358389,6.1273427,0.7232351506136168
random_label,3,-38.822083,-3.872061,-9.523848,4.8149633,0.8592998893186605
random_label,4,-39.911396,0.035577036,-9.229964,5.6616898,0.6276376756004085
random_label,5,-34.82247,-0.5832259,-10.298554,6.280086,0.8052918758347436
random_label,6,-34.327747,-3.4856637,-10.417516,5.8401566,0.6083658124053619
random_label,7,-38.426163,1.6801963,-9.68296,5.374673,0.28988061162358275
random_label,8,-37.282135,-0.18923935,-10.148132,5.603026,0.29288897176286277
random_label,9,-39.06735,-3.6996684,-9.527475,4.7800093,0.8903091485705191
random_label,10,-36.89147,-4.140635,-10.340438,5.013431,0.7672151525379488
random_label,11,-34.76382,0.070296414,-10.331551,6.1410627,0.7150031877632148
random_label,12,-40.92386,1.1608514,-9.102572,5.740749,0.764365049117924
random_label,13,-37.28528,2.40492,-10.086772,5.355055,0.34271605882140127
random_label,14,-36.239418,1.4787645,-9.650562,6.1394806,0.5697567290926814
random_label,15,-34.193714,-1.0107054,-10.572656,5.6776357,0.7207676379273344
random_label,16,-35.84897,-1.2980589,-10.41489,5.7827954,0.586339809528856
random_label,17,-39.46626,-1.2462313,-9.207517,5.1254215,0.8076279722803725
random_label,18,-39.854034,-0.31500903,-9.309065,5.4867525,0.5594631400812139
random_label,19,-37.50556,-2.125937,-9.88605,5.1759477,0.43292040327832115
random_label,20,-37.689857,1.0528278,-9.991351,5.7825956,0.22153487543469563
random_label,21,-34.22588,0.9569011,-10.112425,6.3131957,0.7508284074909665
random_label,22,-38.26631,2.7684984,-9.7809,5.338675,0.2791890787309735
random_label,23,-39.33625,-0.24584693,-9.259418,5.4990993,0.6056932459647941
random_label,24,-39.018856,3.1767502,-9.325178,5.8935056,0.6022066463783042
random_label,25,-41.280533,-2.0998917,-9.73662,5.5495167,0.1321910600991064
random_label,26,-38.501038,-1.6274986,-9.614148,4.970051,0.681788408141472
random_label,27,-38.1716,0.11702242,-9.330814,5.565605,0.526159935124873
random_label,28,-39.62523,-1.9073374,-9.287659,5.0761857,0.7776769281038542
random_label,29,-38.872158,-1.8466004,-9.316037,4.984556,0.8241264196300486
random_label,30,-35.650887,1.9071761,-9.701528,6.1291533,0.5435783424621258
random_label,31,-41.566883,-1.0414759,-9.056065,5.444503,0.8157238618811413
random_label,32,-35.942787,-3.6133552,-10.531796,5.351314,0.7234938689347814
random_label,33,-37.560844,-0.8942398,-10.087402,5.176872,0.48944464375495217
random_label,34,-39.543602,0.2975227,-9.290017,5.6247926,0.5655208561709071
random_label,35,-35.575844,0.39793688,-10.110569,5.797587,0.31812064911698856
random_label,36,-37.174355,3.4515965,-10.303949,5.321461,0.5322378881540227
random_label,37,-40.933292,-0.30489716,-9.2171955,5.791397,0.6639818122376682
random_label,38,-35.76246,0.85191816,-9.81892,5.91425,0.3086261085563604
random_label,39,-36.240677,-1.9425508,-9.895736,5.4546022,0.15842314628639487
random_label,40,-33.423634,0.3599774,-10.46591,6.3346863,0.9493519813240453
random_label,41,-36.64107,-3.3095138,-10.42232,5.051007,0.7946833633963145
random_label,42,-38.5001,-2.392439,-9.405252,4.933909,0.8103206887553672
random_label,43,-40.246243,-1.5021831,-9.174551,5.131838,0.8306076150362881
random_label,44,-37.294315,1.910982,-9.773283,5.451338,0.17662352543432083
random_label,45,-36.095684,-0.4887055,-10.267394,6.059428,0.6114152874663205
random_label,46,-33.084465,-0.04732811,-10.507385,6.33878,0.9795966300239903
random_label,47,-38.698154,-0.5190502,-9.750685,5.451821,0.18778104104203422
random_label,48,-38.34464,1.2557997,-9.718052,5.3028336,0.33439542461100225
random_label,49,-38.963528,1.4302154,-9.616713,5.292561,0.39531513257529627
random_label,50,-35.36351,-0.8281143,-10.322212,5.912263,0.557438707588528
random_label,51,-37.09437,-1.2433962,-10.23587,5.1197867,0.6188525814524299
random_label,52,-35.146133,1.7410898,-10.05239,6.1705804,0.5963249805483389
random_label,53,-37.42294,0.3296996,-9.818157,5.71187,0.11051878047048441
random_label,54,-37.75645,1.6737363,-9.750015,5.554737,0.11787234985598767
random_label,55,-32.725098,-0.044575788,-10.555262,6.356185,1.0247398212876164
random_label,56,-41.180744,-0.71137345,-9.410011,5.7729516,0.47492075417782875
random_label,57,-36.149384,1.2019969,-9.685003,6.2129188,0.6286460095354663
random_label,58,-39.523804,0.58321446,-9.154245,5.521235,0.706357550191829
random_label,59,-38.371613,-0.86496377,-9.682289,5.016637,0.6159292049384623
random_label,1000,-36.784775,-2.8247855,-10.298725,4.9364414,0.8045672472033476
random_label,1001,-37.40948,-2.8536713,-10.147327,5.0119123,0.6635818788444141
random_label,1002,-39.193775,1.677297,-9.50434,5.5911474,0.3513352633302739
random_label,1003,-34.14373,2.0845332,-10.162603,5.890077,0.4173032175254441
random_label,1004,-39.44876,-2.5593162,-9.237086,4.9418774,0.9086160461709928
random_label,1005,-36.747353,-1.8066142,-10.423657,5.173949,0.7150206565009475
random_label,1006,-37.100613,0.8082734,-9.825677,5.9586916,0.35216487497258187
random_label,1007,-36.402836,3.508657,-9.976402,5.8194857,0.24391040905343958
random_label,1008,-34.349495,-1.9932309,-10.07541,5.3377724,0.3483631255097179
random_label,1009,-39.008892,-1.7585473,-9.293048,5.0058417,0.8236677750116806
random_label,1010,-36.40737,-1.2605722,-10.469954,5.660791,0.6169539490188383
random_label,1011,-35.930664,3.2035837,-9.68615,6.0313916,0.4561339609460162
random_label,1012,-35.03855,2.3283014,-9.989548,6.2846465,0.6900613525552799
random_label,1013,-36.303936,0.59856075,-9.894839,6.3139005,0.7072343091377669
random_label,1014,-38.876377,0.4164698,-9.225886,5.592722,0.6295754283868047
random_label,1015,-36.786564,-0.208766,-9.468996,6.079209,0.6094818948293652
random_label,1016,-35.48616,-2.485646,-10.349023,5.340785,0.5613046858760321
random_label,1017,-36.920494,0.81994563,-9.739779,6.024935,0.43285619113902674
random_label,1018,-36.273697,2.151127,-9.939936,5.876548,0.2817907237277647
random_label,1019,-39.902752,2.177733,-9.643873,5.2493176,0.4161538913268876
random_label,1020,-33.745895,0.3243082,-10.375677,6.3452106,0.902565754618648
random_label,1021,-36.990456,2.039929,-9.948657,5.811596,0.22419319027943094
random_label,1022,-33.039436,0.5827033,-10.372228,6.3472204,0.902227819902298
random_label,1023,-34.019222,-1.9348089,-10.486296,5.6405654,0.6318653540832263
random_label,1024,-34.98018,3.7168665,-9.923105,5.9540935,0.3528989413781051
random_label,1025,-34.190964,-0.022059303,-10.120032,6.47412,0.9058971560882031
random_label,1026,-34.97116,-2.48364,-10.289338,5.4299183,0.4690812960151599
random_label,1027,-40.79547,0.81509835,-9.058769,5.5048428,0.8031357451939645
random_label,1028,-39.355724,-0.8619935,-9.296082,5.0121717,0.8169737924428926
random_label,1029,-40.2883,2.3519907,-9.545884,5.175113,0.5319038444867296
real_even_odd,0,10.387283,0.19543995,17.409498,2.283058,1.3343408746326737
real_even_odd,1,8.243221,-0.43486476,16.045385,0.57463276,0.9990706191438531
real_even_odd,2,3.967614,-5.6187577,17.69884,0.9437328,0.7738206592456656
real_even_odd,3,9.910675,-2.103909,16.864767,0.5764472,0.465814589509104
real_even_odd,4,1.1696534,-7.2482243,16.831343,2.3158293,1.28211929460071
real_even_odd,5,3.1102655,-3.5999365,17.709126,0.28386408,1.0834992636789016
real_even_odd,6,4.734096,-7.9244337,17.432274,1.2640146,0.5502958012292505
real_even_odd,7,5.417006,-6.2974596,16.13697,1.6309546,0.9910399807145416
real_even_odd,8,9.789867,1.4286989,17.644777,2.4278255,1.56290795728296
real_even_odd,9,13.336332,-5.8595924,17.775778,1.3548225,0.902639558044274
real_even_odd,10,5.849225,-5.4917703,16.46139,1.2874427,0.5317112709971226
real_even_odd,11,7.368426,-10.875101,16.757591,1.5739304,0.5636145963975774
real_even_odd,12,12.0451,2.1457705,15.785731,0.7365771,1.183898194248089
real_even_odd,13,7.0133266,-6.3175044,17.745039,1.1318183,0.8197463277932735
real_even_odd,14,9.720947,-4.1437397,16.391485,0.9331984,0.5492510814405919
real_even_odd,15,7.962636,-7.344797,17.697395,1.5798198,0.939049817203814
real_even_odd,16,8.818554,-3.1619296,16.087746,0.44045568,1.0330361595110793
real_even_odd,17,12.476962,-2.4099433,16.951355,1.1941116,0.1578967213629016
real_even_odd,18,9.353198,-6.1189156,17.2852,0.80279285,0.4251695428401864
real_even_odd,19,3.8667703,-4.831096,17.667513,0.3380025,1.0159932654636
real_even_odd,20,7.9054446,-7.097303,17.600779,1.2944238,0.7175942748579107
real_even_odd,21,8.99216,1.5094868,15.647506,0.45024952,1.411242176301953
real_even_odd,22,8.229351,2.6925974,15.664822,1.2716646,1.2873704037373754
real_even_odd,23,10.808508,-9.782223,17.590729,1.9199529,1.1019088501964147
real_even_odd,24,6.3642507,1.1666784,17.257368,0.011879416,1.0764431811477764
real_even_odd,25,11.374015,-0.35685864,17.13345,2.363543,1.3413820618437355
real_even_odd,26,3.505096,-1.8780252,16.729527,-0.028778575,1.0851622505576093
real_even_odd,27,9.327902,-11.752459,16.083448,1.9091797,1.2155621901136633
real_even_odd,28,7.0208964,-1.7048631,16.906994,0.7283425,0.31013495179243655
real_even_odd,29,2.3062592,-7.3429546,17.030056,2.3069556,1.2732678661991084
real_even_odd,30,2.8610196,-8.131859,16.93275,1.8126953,0.7751300476332753
real_even_odd,31,5.1786785,-1.4547385,16.64776,-0.102954015,1.1751005564442647
real_even_odd,32,11.316477,-5.8479843,16.699896,1.0346556,0.23085142412622267
real_even_odd,33,0.8714595,-6.1471047,16.840208,2.2202702,1.1861613563229474
real_even_odd,34,3.856299,-6.9810038,17.273483,1.93471,0.9603877501195182
real_even_odd,35,11.552263,-9.879692,16.33585,1.4277699,0.7114343538483066
real_even_odd,36,9.928182,-9.274503,17.680975,1.842028,1.1000114973096136
real_even_odd,37,6.646861,-3.5271077,17.335863,0.5350994,0.6454519973995979
real_even_odd,38,10.77185,-3.036787,16.166698,1.9472917,1.187998347035484
real_even_odd,39,5.7530518,-5.3159366,16.35429,1.5236888,0.7540526356999119
real_even_odd,40,2.6291492,-8.006401,16.977917,2.1611295,1.1245520906098185
real_even_odd,41,8.089706,-4.936972,16.031586,0.21738921,1.2170256917919082
real_even_odd,42,10.65588,-0.89092195,17.116678,1.4101794,0.4164330660582082
real_even_odd,43,8.206362,-8.530604,17.904396,1.4897186,1.0735306081174654
real_even_odd,44,1.095535,-7.1315336,16.901196,2.3707504,1.3335096530218018
real_even_odd,45,1.9014155,-3.7503703,17.820116,0.37301597,1.110242619774582
real_even_odd,46,2.5333667,-5.5007906,17.596746,0.2903736,1.000938867318535
real_even_odd,47,7.0045037,-5.104195,17.649498,0.2740908,1.0485829475532653
real_even_odd,48,8.246348,-2.1032429,16.28379,0.7850823,0.6944624970058172
real_even_odd,49,8.595472,-7.52964,17.96773,1.3674107,1.0881942094079324
real_even_odd,50,13.974789,-2.4432917,17.116224,1.8923755,0.8747025745223689
real_even_odd,51,3.5667782,-4.3332977,17.749773,0.0977151,1.2466581144607045
real_even_odd,52,6.862416,0.39197734,17.381832,-0.16754556,1.2867759866147759
real_even_odd,53,5.773443,-2.230714,16.26536,-0.07181134,1.2936143740465291
real_even_odd,54,6.7292285,-4.2783337,16.237246,0.8350042,0.72246189523607
real_even_odd,55,6.9476013,-8.790593,17.459951,1.1412742,0.539287911331132
real_even_odd,56,3.9567606,0.5013335,16.51384,-0.3969333,1.4938507695615453
real_even_odd,57,9.541884,-8.613085,15.92194,0.797711,1.0369120868815473
real_even_odd,58,10.3721485,2.3523211,17.90721,2.0335348,1.3947989905668159
real_even_odd,59,7.6351686,-4.938651,16.631012,0.7811557,0.39443306109052034
real_even_odd,1000,5.5230546,-5.5599313,16.293385,1.1209489,0.6427754151355067
real_even_odd,1001,7.2661443,-0.9714758,17.378775,1.5186342,0.6573962322044372
real_even_odd,1002,6.8383627,2.2176814,17.088766,0.30380946,0.7505845234721279
real_even_odd,1003,2.7059505,0.2806046,16.340185,-0.39117816,1.5459809481239202
real_even_odd,1004,12.395977,-7.279685,18.053455,1.4753547,1.2050609767397875
real_even_odd,1005,-0.66680044,-3.6086118,17.162292,1.5928835,0.6016619623584906
real_even_odd,1006,0.90715235,-1.4476519,17.014467,-0.31748235,1.3576351382803573
real_even_odd,1007,10.891378,-7.322442,17.49584,1.536144,0.7536105194495167
real_even_odd,1008,9.397248,-7.486523,17.842644,0.91645783,0.9199218914133881
real_even_odd,1009,10.732134,-5.522055,16.937492,0.57396835,0.46364883649886557
real_even_odd,1010,9.440418,0.34391114,15.664343,1.306365,1.294598584542959
real_even_odd,1011,3.8707514,1.011984,15.885104,1.7975179,1.2926156227543908
real_even_odd,1012,5.1720867,-3.2481,15.869798,0.07234161,1.4343070517145686
real_even_odd,1013,7.575111,-2.7131948,16.409359,0.4663922,0.7733487234542261
real_even_odd,1014,11.461838,-3.880108,17.779549,2.1782737,1.4218666306087715
real_even_odd,1015,9.150056,1.5903091,15.584536,0.24646887,1.5614333277634844
real_even_odd,1016,12.708817,-0.36534014,15.819026,0.9515512,1.115025670134622
real_even_odd,1017,7.3277946,-1.9370012,16.374487,0.40904197,0.8393151589406316
real_even_odd,1018,5.917955,-1.3228425,16.431326,0.08409679,1.0763412225008773
real_even_odd,1019,4.7262816,-5.4902716,16.24371,1.371272,0.7637761585693434
real_even_odd,1020,9.121529,-5.2825723,16.54154,0.9012849,0.4123602147540377
real_even_odd,1021,9.361007,-3.0155768,16.138712,0.6842617,0.8672463053796251
real_even_odd,1022,5.996837,-1.8546869,16.615396,-0.062050037,1.1439379514418124
real_even_odd,1023,6.6377096,-2.0404627,16.701893,0.093572035,0.9713362175359928
real_even_odd,1024,14.169338,-4.9611797,17.936373,1.3689251,1.0588282028449656
real_even_odd,1025,12.561303,-6.5891657,17.871511,1.2215891,0.9586112953046905
real_even_odd,1026,2.691166,-2.9894986,18.027554,0.40537554,1.2659744963976527
real_even_odd,1027,8.245501,-5.9889812,17.254385,0.8905958,0.35546314294918596
real_even_odd,1028,11.089017,-0.59290123,17.243267,2.153418,1.1587932451018885
real_even_odd,1029,3.5088305,-10.132193,18.040699,0.753656,1.145704818348524
teacher_nn,0,3.7214384,10.784744,11.570701,0.772987,0.5588794402703958
teacher_nn,1,2.2887318,12.160007,11.397735,0.7854436,0.5881510939121165
teacher_nn,2,3.3762138,8.323856,11.935717,1.3756595,0.3181539126000207
teacher_nn,3,2.0096512,12.090857,11.882949,0.7404084,0.6448383746307906
teacher_nn,4,3.0447085,13.345468,11.175081,0.7859754,0.7030653035235781
teacher_nn,5,4.0122175,13.890025,11.067374,0.96512806,0.6627594011431689
teacher_nn,6,3.7568467,8.758872,11.927066,1.5939163,0.40446149128208486
teacher_nn,7,3.8293574,11.70108,11.395592,1.0332395,0.3722943939825433
teacher_nn,8,3.2174633,10.900093,11.525229,1.1977109,0.16294725790603715
teacher_nn,9,-0.69523543,7.006414,11.069492,1.8817384,0.780330264680173
teacher_nn,10,2.7579505,11.52872,11.2885275,0.57331,0.8261140009426244
teacher_nn,11,-1.1238589,5.779134,11.286148,1.9827697,0.7339553951101481
teacher_nn,12,2.5412085,10.158379,11.140453,1.1348097,0.5184473224999117
teacher_nn,13,3.35954,8.193858,11.581674,1.8099244,0.4819183860527345
teacher_nn,14,-0.35284007,7.4326115,11.164034,1.8882458,0.7216766844844479
teacher_nn,15,-0.43363902,10.822547,12.135686,0.94656324,0.6416482890387675
teacher_nn,16,3.0919483,6.6161366,12.200477,1.5385878,0.6160898938169116
teacher_nn,17,0.7070554,13.584783,11.613576,0.62132716,0.7083170201895943
teacher_nn,18,2.3733284,8.45899,11.171181,1.7032353,0.5846864741725549
teacher_nn,19,1.2008431,13.557649,11.597028,0.57129616,0.7586861105475202
teacher_nn,20,1.7159306,5.305734,11.643745,1.7242196,0.3952733487152599
teacher_nn,21,2.363212,14.885585,11.3255005,1.113254,0.3661654486096278
teacher_nn,22,1.0623268,10.26207,11.147251,1.2228774,0.48553793044720744
teacher_nn,23,4.844125,11.958976,11.039933,0.7322671,0.8332779265541055
teacher_nn,24,2.0995924,12.884797,11.499749,0.9138045,0.43309565905507985
teacher_nn,25,2.603984,6.450805,12.077292,1.8310996,0.6780688890587638
teacher_nn,26,-0.16535363,12.052825,11.717137,0.792192,0.5459606585542891
teacher_nn,27,5.022415,10.555386,11.357293,1.492434,0.30985256411426954
teacher_nn,28,1.2103572,9.686184,11.205281,1.2616079,0.42115784804082124
teacher_nn,29,4.1874228,9.483934,11.600599,1.4816695,0.1534142621031479
teacher_nn,30,1.3507117,11.971073,11.302131,0.7863958,0.6298412517837312
teacher_nn,31,-1.2972285,9.279967,12.294145,1.3302317,0.6732314154461092
teacher_nn,32,2.6681876,9.813727,11.142453,1.2886645,0.4802088026060873
teacher_nn,33,2.7698123,7.4385076,12.140751,1.3867512,0.5229688824849457
teacher_nn,34,5.055939,12.032382,10.825299,1.208681,0.8047514672635074
teacher_nn,35,2.1628351,8.098572,11.792774,1.5351367,0.26791583537839414
teacher_nn,36,0.06766179,9.280869,11.442485,1.2569019,0.19267252152959563
teacher_nn,37,6.9182835,9.824291,12.263647,1.0496212,0.7010691976067617
teacher_nn,38,-1.6565037,6.8135347,11.115955,1.9753401,0.8197286584534788
teacher_nn,39,4.5204654,13.045482,10.874176,1.1174272,0.7762968306080459
teacher_nn,40,0.81794906,11.078733,12.112134,1.010254,0.5859038743701149
teacher_nn,41,0.70236397,8.571261,11.435437,1.3879708,0.19444250825677956
teacher_nn,42,3.3037043,12.35288,11.558097,0.93650174,0.3980917278382512
teacher_nn,43,1.6951244,6.3112316,11.67403,1.9820501,0.6546024888391185
teacher_nn,44,6.42311,7.7332826,12.496247,1.5926787,0.9140111445113047
teacher_nn,45,2.315843,10.080263,11.373157,1.1812916,0.28875721531641596
teacher_nn,46,4.7979465,4.0465007,15.388159,0.58456457,3.840211464744446
teacher_nn,47,6.9826307,9.044542,12.292347,1.200124,0.6838044335516027
teacher_nn,48,-1.4679102,9.554388,12.336964,1.3761599,0.7175618888515726
teacher_nn,49,1.026555,9.463766,11.645905,1.4304806,0.10392401679532438
teacher_nn,50,3.5529618,11.086162,11.182554,1.087366,0.5008384482188636
teacher_nn,51,3.552234,9.345123,11.835636,1.3333923,0.2147560097712709
teacher_nn,52,7.087371,9.285145,12.446439,1.209603,0.8342018747559352
teacher_nn,53,0.9170576,11.95921,11.218662,0.96559334,0.5425047546059055
teacher_nn,54,5.9081826,12.563818,10.953949,0.7566033,0.879303121867664
teacher_nn,55,1.5483419,13.553,11.751972,0.5753159,0.7655914129667216
teacher_nn,56,0.34694433,9.187708,11.413766,1.2419611,0.22492617218625674
teacher_nn,57,3.5188284,13.607411,10.997694,0.8963189,0.7590391195356752
teacher_nn,58,3.9366384,5.9205585,12.349493,1.595827,0.7756942937197733
teacher_nn,59,-0.079715565,13.590046,11.710304,0.72157884,0.6145632204866016
teacher_nn,1000,1.0586187,8.509886,12.03554,1.4996403,0.44813663057866665
