rule_id,rule_name,rule,ref,source_ref_id,theta_present,dataset_present,train_error,test_error,theta_norm,train_error_zero
rule_001,very_low_tv_spectral_teacher,very_low_tv_spectral_teacher,ref_020,19,True,True,0.0,0.0947265625,13.372325572969988,True
rule_001,very_low_tv_spectral_teacher,very_low_tv_spectral_teacher,ref_021,20,True,True,0.0,0.09814453125,11.156317352098206,True
rule_001,very_low_tv_spectral_teacher,very_low_tv_spectral_teacher,ref_022,21,True,True,0.0,0.09375,11.600623202634031,True
rule_001,very_low_tv_spectral_teacher,very_low_tv_spectral_teacher,ref_023,22,True,True,0.0,0.09619140625,12.227595326912649,True
rule_001,very_low_tv_spectral_teacher,very_low_tv_spectral_teacher,ref_024,23,True,True,0.0,0.08935546875,12.494344195998202,True
rule_001,very_low_tv_spectral_teacher,very_low_tv_spectral_teacher,ref_025,24,True,True,0.0,0.09130859375,12.84650437133151,True
rule_001,very_low_tv_spectral_teacher,very_low_tv_spectral_teacher,ref_026,25,True,True,0.0,0.09619140625,11.281001084203687,True
rule_001,very_low_tv_spectral_teacher,very_low_tv_spectral_teacher,ref_027,26,True,True,0.0,0.0888671875,11.386837077033475,True
rule_001,very_low_tv_spectral_teacher,very_low_tv_spectral_teacher,ref_028,27,True,True,0.0,0.08935546875,12.579549062800837,True
rule_001,very_low_tv_spectral_teacher,very_low_tv_spectral_teacher,ref_029,28,True,True,0.0,0.08935546875,12.91880011553695,True
rule_001,very_low_tv_spectral_teacher,very_low_tv_spectral_teacher,ref_030,29,True,True,0.0,0.08447265625,13.210235591156218,True
rule_002,real_even_odd,real_even_odd,ref_001,0,True,True,0.0,0.12255859375,13.559947266891333,True
rule_002,real_even_odd,real_even_odd,ref_002,1,True,True,0.0,0.12646484375,13.781183905746948,True
rule_002,real_even_odd,real_even_odd,ref_003,2,True,True,0.0,0.12353515625,13.958333358245138,True
rule_002,real_even_odd,real_even_odd,ref_004,3,True,True,0.0,0.12646484375,14.070294782696289,True
rule_002,real_even_odd,real_even_odd,ref_005,4,True,True,0.0,0.1318359375,14.697855757127865,True
rule_002,real_even_odd,real_even_odd,ref_006,5,True,True,0.0,0.1279296875,13.115463194561432,True
rule_002,real_even_odd,real_even_odd,ref_007,6,True,True,0.0,0.1259765625,14.434196358990524,True
rule_002,real_even_odd,real_even_odd,ref_008,7,True,True,0.0,0.1240234375,14.022703305851412,True
rule_002,real_even_odd,real_even_odd,ref_009,8,True,True,0.0,0.11474609375,15.007394857712157,True
rule_002,real_even_odd,real_even_odd,ref_010,9,True,True,0.0,0.1240234375,15.577534577002083,True
rule_002,real_even_odd,real_even_odd,ref_011,10,True,True,0.0,0.12109375,13.186916532857527,True
rule_002,real_even_odd,real_even_odd,ref_012,11,True,True,0.0,0.1259765625,13.007657129219309,True
rule_002,real_even_odd,real_even_odd,ref_013,12,True,True,0.0,0.12255859375,12.419249817027291,True
rule_002,real_even_odd,real_even_odd,ref_014,13,True,True,0.0,0.126953125,14.380856892406124,True
rule_002,real_even_odd,real_even_odd,ref_015,14,True,True,0.0,0.12255859375,14.401073415607813,True
rule_002,real_even_odd,real_even_odd,ref_016,15,True,True,0.0,0.12255859375,13.511209422910632,True
rule_002,real_even_odd,real_even_odd,ref_017,16,True,True,0.0,0.12841796875,13.69968196344033,True
rule_002,real_even_odd,real_even_odd,ref_018,17,True,True,0.0,0.12451171875,13.582555066948586,True
rule_002,real_even_odd,real_even_odd,ref_019,18,True,True,0.0,0.11962890625,14.205716412422719,True
rule_002,real_even_odd,real_even_odd,ref_020,19,True,True,0.0,0.11474609375,15.06179411565386,True
rule_002,real_even_odd,real_even_odd,ref_021,20,True,True,0.0,0.1220703125,13.970797460538261,True
rule_002,real_even_odd,real_even_odd,ref_022,21,True,True,0.0,0.12646484375,13.616959053110332,True
rule_002,real_even_odd,real_even_odd,ref_023,22,True,True,0.0,0.126953125,13.578322846450025,True
rule_002,real_even_odd,real_even_odd,ref_024,23,True,True,0.0,0.123046875,14.714240754559894,True
rule_002,real_even_odd,real_even_odd,ref_025,24,True,True,0.0,0.11865234375,15.832474804334154,True
rule_002,real_even_odd,real_even_odd,ref_026,25,True,True,0.0,0.11962890625,13.45569115502365,True
rule_002,real_even_odd,real_even_odd,ref_027,26,True,True,0.0,0.1298828125,13.194618987520583,True
rule_002,real_even_odd,real_even_odd,ref_028,27,True,True,0.0,0.12255859375,13.686360764324082,True
rule_002,real_even_odd,real_even_odd,ref_029,28,True,True,0.0,0.123046875,13.295769215222803,True
rule_002,real_even_odd,real_even_odd,ref_030,29,True,True,0.0,0.125,14.988456376617558,True
rule_003,teacher_nn,teacher_nn,ref_001,0,True,True,0.0,0.12060546875,12.040562010348532,True
rule_003,teacher_nn,teacher_nn,ref_002,1,True,True,0.0,0.1240234375,12.598406287811736,True
rule_003,teacher_nn,teacher_nn,ref_003,2,True,True,0.0,0.11181640625,12.600722779348063,True
rule_003,teacher_nn,teacher_nn,ref_004,3,True,True,0.0,0.13330078125,13.007764584857442,True
rule_003,teacher_nn,teacher_nn,ref_005,4,True,True,0.0,0.1328125,14.018979065270127,True
rule_003,teacher_nn,teacher_nn,ref_006,5,True,True,0.0,0.11767578125,12.169639993697755,True
rule_003,teacher_nn,teacher_nn,ref_007,6,True,True,0.0,0.12353515625,12.069805375405453,True
rule_003,teacher_nn,teacher_nn,ref_008,7,True,True,0.0,0.12255859375,13.089499086678916,True
rule_003,teacher_nn,teacher_nn,ref_009,8,True,True,0.0,0.1298828125,14.511929022993092,True
rule_003,teacher_nn,teacher_nn,ref_010,9,True,True,0.0,0.12158203125,13.912112807776957,True
rule_003,teacher_nn,teacher_nn,ref_011,10,True,True,0.0,0.12060546875,12.200623436808293,True
rule_003,teacher_nn,teacher_nn,ref_012,11,True,True,0.0,0.125,12.590743977369153,True
rule_003,teacher_nn,teacher_nn,ref_013,12,True,True,0.0,0.12451171875,12.977652920914492,True
rule_003,teacher_nn,teacher_nn,ref_014,13,True,True,0.0,0.1240234375,13.192318805009279,True
rule_003,teacher_nn,teacher_nn,ref_015,14,True,True,0.0,0.12841796875,15.273887274271834,True
rule_003,teacher_nn,teacher_nn,ref_016,15,True,True,0.0,0.1259765625,11.892452143026338,True
rule_003,teacher_nn,teacher_nn,ref_017,16,True,True,0.0,0.12158203125,14.44211889297048,True
rule_003,teacher_nn,teacher_nn,ref_018,17,True,True,0.0,0.1162109375,12.797224521990783,True
rule_003,teacher_nn,teacher_nn,ref_019,18,True,True,0.0,0.12548828125,13.158998203756251,True
rule_003,teacher_nn,teacher_nn,ref_020,19,True,True,0.0,0.125,13.456870060736572,True
rule_003,teacher_nn,teacher_nn,ref_021,20,True,True,0.0,0.11962890625,13.619327814712532,True
rule_003,teacher_nn,teacher_nn,ref_022,21,True,True,0.0,0.11181640625,13.87985067801075,True
rule_003,teacher_nn,teacher_nn,ref_023,22,True,True,0.0,0.12353515625,12.68458821887585,True
rule_003,teacher_nn,teacher_nn,ref_024,23,True,True,0.0,0.11474609375,13.396946761463575,True
rule_003,teacher_nn,teacher_nn,ref_025,24,True,True,0.0,0.12255859375,13.507141239946725,True
rule_003,teacher_nn,teacher_nn,ref_026,25,True,True,0.0,0.1201171875,12.166334129499818,True
rule_003,teacher_nn,teacher_nn,ref_027,26,True,True,0.0,0.12109375,12.169830652820986,True
rule_003,teacher_nn,teacher_nn,ref_028,27,True,True,0.0,0.12109375,13.089932177763332,True
rule_003,teacher_nn,teacher_nn,ref_029,28,True,True,0.0,0.1142578125,15.226664644423993,True
rule_003,teacher_nn,teacher_nn,ref_030,29,True,True,0.0,0.1318359375,13.943851616652152,True
rule_004,random_label,random_label,ref_001,0,True,True,0.0,0.52734375,16.796466230828653,True
rule_004,random_label,random_label,ref_002,1,True,True,0.0,0.51708984375,17.821691917280692,True
rule_004,random_label,random_label,ref_003,2,True,True,0.0,0.513671875,16.919619884291617,True
rule_004,random_label,random_label,ref_004,3,True,True,0.0,0.5185546875,19.853927612580495,True
rule_004,random_label,random_label,ref_005,4,True,True,0.0,0.52685546875,19.80762350305599,True
rule_004,random_label,random_label,ref_006,5,True,True,0.0,0.51220703125,15.106795229788295,True
rule_004,random_label,random_label,ref_007,6,True,True,0.0,0.5205078125,17.864971311288542,True
rule_004,random_label,random_label,ref_008,7,True,True,0.0,0.51416015625,19.67023159062803,True
rule_004,random_label,random_label,ref_009,8,True,True,0.0,0.5234375,19.036650307425187,True
rule_004,random_label,random_label,ref_010,9,True,True,0.0,0.51806640625,19.198003040400714,True
rule_004,random_label,random_label,ref_011,10,True,True,0.0,0.517578125,17.47843758681588,True
rule_004,random_label,random_label,ref_012,11,True,True,0.0,0.529296875,17.058860428954016,True
rule_004,random_label,random_label,ref_013,12,True,True,0.0,0.525390625,18.921846203008595,True
rule_004,random_label,random_label,ref_014,13,True,True,0.0,0.53662109375,18.41115514083254,True
rule_004,random_label,random_label,ref_015,14,True,True,0.0,0.513671875,19.22400742050064,True
rule_004,random_label,random_label,ref_016,15,True,True,0.0,0.51171875,15.970584703587265,True
rule_004,random_label,random_label,ref_017,16,True,True,0.0,0.515625,16.786161140038494,True
rule_004,random_label,random_label,ref_018,17,True,True,0.0,0.51953125,18.706342112312143,True
rule_004,random_label,random_label,ref_019,18,True,True,0.0,0.51123046875,18.636916461231046,True
rule_004,random_label,random_label,ref_020,19,True,True,0.0,0.5244140625,19.12639433164568,True
rule_004,random_label,random_label,ref_021,20,True,True,0.0,0.5126953125,17.779232269098753,True
rule_004,random_label,random_label,ref_022,21,True,True,0.0,0.51513671875,17.222919854811426,True
rule_004,random_label,random_label,ref_023,22,True,True,0.0,0.51611328125,18.413196458022426,True
rule_004,random_label,random_label,ref_024,23,True,True,0.0,0.52734375,18.927957634716655,True
rule_004,random_label,random_label,ref_025,24,True,True,0.0,0.5244140625,19.52541067747651,True
rule_004,random_label,random_label,ref_026,25,True,True,0.0,0.51611328125,16.349537439790485,True
rule_004,random_label,random_label,ref_027,26,True,True,0.0,0.51806640625,17.57655414314368,True
rule_004,random_label,random_label,ref_028,27,True,True,0.0,0.5234375,18.74719486329299,True
rule_004,random_label,random_label,ref_029,28,True,True,0.0,0.513671875,19.12029083615138,True
rule_004,random_label,random_label,ref_030,29,True,True,0.0,0.5263671875,19.205194331587,True
