cell_id,dataset_tag,width,selected_ref_count,required_selected_refs,require_exact_selected_refs,exact_count,relaxed_count,fake_count,sampling_eligible_count,dedup_threshold
cell_beta_0p05_p_0p00,dataset_053_seed_5301234,48,30,30,True,78,88,34,30,
cell_beta_0p05_p_0p00,dataset_054_seed_5401234,48,30,30,True,45,91,64,30,
cell_beta_0p05_p_0p00,dataset_055_seed_5501234,48,30,30,True,74,85,41,30,
cell_beta_0p05_p_0p00,dataset_056_seed_5601234,48,30,30,True,67,92,41,30,
cell_beta_0p05_p_0p00,dataset_057_seed_5701234,48,30,30,True,56,100,44,30,
cell_beta_0p05_p_0p00,dataset_058_seed_5801234,48,30,30,True,37,90,73,30,
cell_beta_0p05_p_0p00,dataset_059_seed_5901234,48,30,30,True,41,85,74,30,
cell_beta_0p05_p_0p00,dataset_060_seed_6001234,48,30,30,True,30,54,48,30,
cell_beta_0p05_p_0p00,dataset_061_seed_6101234,48,30,30,True,30,48,30,30,
cell_beta_0p05_p_0p00,dataset_062_seed_6201234,48,30,30,True,30,74,28,30,
cell_beta_0p05_p_0p00,dataset_063_seed_6301234,48,30,30,True,32,53,23,30,
cell_beta_0p05_p_0p00,dataset_064_seed_6401234,48,30,30,True,30,56,10,30,
cell_beta_0p05_p_0p00,dataset_065_seed_6501234,48,30,30,True,34,46,16,30,
cell_beta_0p05_p_0p00,dataset_066_seed_6601234,48,30,30,True,31,41,12,30,
cell_beta_0p05_p_0p00,dataset_067_seed_6701234,48,30,30,True,31,46,31,30,
cell_beta_0p05_p_0p00,dataset_068_seed_6801234,48,30,30,True,30,49,5,30,
cell_beta_0p05_p_0p00,dataset_069_seed_6901234,48,30,30,True,32,77,71,30,
cell_beta_0p05_p_0p00,dataset_070_seed_7001234,48,30,30,True,34,41,9,30,
cell_beta_0p05_p_0p00,dataset_071_seed_7101234,48,30,30,True,31,66,23,30,
cell_beta_0p05_p_0p00,dataset_072_seed_7201234,48,30,30,True,30,38,4,30,
cell_beta_0p05_p_0p00,dataset_073_seed_7301234,48,30,30,True,32,44,8,30,
cell_beta_0p05_p_0p00,dataset_074_seed_7401234,48,30,30,True,33,69,18,30,
cell_beta_0p05_p_0p00,dataset_075_seed_7501234,48,30,30,True,31,75,26,30,
cell_beta_0p05_p_0p00,dataset_076_seed_7601234,48,30,30,True,31,44,21,30,
cell_beta_0p05_p_0p00,dataset_077_seed_7701234,48,30,30,True,32,48,28,30,
cell_beta_0p05_p_0p00,dataset_078_seed_7801234,48,30,30,True,30,46,20,30,
cell_beta_0p05_p_0p00,dataset_079_seed_7901234,48,30,30,True,31,56,21,30,
cell_beta_0p05_p_0p00,dataset_080_seed_8001234,48,30,30,True,30,39,15,30,
cell_beta_0p05_p_0p00,dataset_081_seed_8101234,48,30,30,True,31,47,18,30,
cell_beta_0p05_p_0p00,dataset_082_seed_8201234,48,30,30,True,31,66,59,30,
cell_beta_0p05_p_0p00,dataset_083_seed_8301234,48,30,30,True,31,35,30,30,
cell_beta_0p05_p_0p00,dataset_084_seed_8401234,48,30,30,True,32,35,17,30,
cell_beta_0p05_p_0p00,dataset_085_seed_8501234,48,30,30,True,32,63,13,30,
cell_beta_0p05_p_0p00,dataset_086_seed_8601234,48,30,30,True,32,47,41,30,
cell_beta_0p05_p_0p00,dataset_087_seed_8701234,48,30,30,True,33,45,6,30,
cell_beta_0p05_p_0p00,dataset_088_seed_8801234,48,30,30,True,31,61,16,30,
cell_beta_0p05_p_0p00,dataset_089_seed_8901234,48,30,30,True,30,80,34,30,
cell_beta_0p07_p_0p00,dataset_000_seed_003234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_001_seed_103234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_002_seed_203234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_003_seed_303234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_004_seed_403234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_005_seed_503234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_006_seed_603234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_007_seed_703234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_008_seed_803234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_009_seed_903234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_010_seed_1003234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_011_seed_1103234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_012_seed_1203234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_013_seed_1303234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_014_seed_1403234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_015_seed_1503234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_016_seed_1603234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_017_seed_1703234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_018_seed_1803234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_019_seed_1903234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_020_seed_2003234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_021_seed_2103234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_022_seed_2203234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_023_seed_2303234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_024_seed_2403234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_025_seed_2503234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_026_seed_2603234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_027_seed_2703234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_028_seed_2803234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_029_seed_2903234,48,30,30,True,,,,30,
cell_beta_0p07_p_0p00,dataset_030_seed_3003234,48,30,30,True,59,132,9,30,
cell_beta_0p07_p_0p00,dataset_031_seed_3103234,48,30,30,True,68,103,29,30,
cell_beta_0p07_p_0p00,dataset_032_seed_3203234,48,30,30,True,66,89,45,30,
cell_beta_0p07_p_0p00,dataset_033_seed_3303234,48,30,30,True,73,97,30,30,
cell_beta_0p07_p_0p00,dataset_034_seed_3403234,48,30,30,True,75,97,28,30,
cell_beta_0p07_p_0p00,dataset_035_seed_3503234,48,30,30,True,63,105,32,30,
cell_beta_0p07_p_0p00,dataset_036_seed_3603234,48,30,30,True,58,103,39,30,
cell_beta_0p07_p_0p00,dataset_037_seed_3703234,48,30,30,True,64,87,49,30,
cell_beta_0p07_p_0p00,dataset_038_seed_3803234,48,30,30,True,64,110,26,30,
cell_beta_0p07_p_0p00,dataset_039_seed_3903234,48,30,30,True,77,103,20,30,
cell_beta_0p07_p_0p00,dataset_040_seed_4003234,48,30,30,True,67,87,46,30,
cell_beta_0p07_p_0p00,dataset_041_seed_4103234,48,30,30,True,41,93,66,30,
cell_beta_0p07_p_0p00,dataset_042_seed_4203234,48,30,30,True,79,89,32,30,
cell_beta_0p07_p_0p00,dataset_043_seed_4303234,48,30,30,True,86,78,36,30,
cell_beta_0p07_p_0p00,dataset_044_seed_4403234,48,30,30,True,69,58,73,30,
cell_beta_0p07_p_0p00,dataset_045_seed_4503234,48,30,30,True,73,100,27,30,
cell_beta_0p07_p_0p00,dataset_046_seed_4603234,48,30,30,True,61,94,45,30,
cell_beta_0p07_p_0p00,dataset_047_seed_4703234,48,30,30,True,70,107,23,30,
cell_beta_0p07_p_0p00,dataset_048_seed_4803234,48,30,30,True,51,85,64,30,
cell_beta_0p07_p_0p00,dataset_049_seed_4903234,48,30,30,True,42,126,32,30,
cell_beta_0p07_p_0p00,dataset_050_seed_5003234,48,30,30,True,44,113,43,30,
cell_beta_0p07_p_0p00,dataset_051_seed_5103234,48,30,30,True,73,83,44,30,
cell_beta_0p07_p_0p00,dataset_052_seed_5203234,48,30,30,True,73,101,26,30,
cell_beta_0p07_p_0p00,dataset_053_seed_5303234,48,30,30,True,45,121,34,30,
cell_beta_0p07_p_0p00,dataset_054_seed_5403234,48,30,30,True,68,107,25,30,
cell_beta_0p07_p_0p00,dataset_055_seed_5503234,48,30,30,True,60,91,49,30,
cell_beta_0p07_p_0p00,dataset_056_seed_5603234,48,30,30,True,73,107,20,30,
cell_beta_0p07_p_0p00,dataset_057_seed_5703234,48,30,30,True,79,96,25,30,
cell_beta_0p07_p_0p00,dataset_058_seed_5803234,48,30,30,True,85,97,18,30,
cell_beta_0p07_p_0p00,dataset_059_seed_5903234,48,30,30,True,62,98,40,30,
cell_beta_0p07_p_0p00,dataset_060_seed_6003234,48,30,30,True,30,35,7,30,
cell_beta_0p07_p_0p00,dataset_061_seed_6103234,48,30,30,True,32,70,30,30,
cell_beta_0p07_p_0p00,dataset_062_seed_96203234,48,30,30,True,31,35,6,30,
cell_beta_0p07_p_0p00,dataset_063_seed_6303234,48,30,30,True,32,36,16,30,
cell_beta_0p07_p_0p00,dataset_064_seed_6403234,48,30,30,True,34,74,12,30,
cell_beta_0p07_p_0p00,dataset_065_seed_6503234,48,30,30,True,33,40,11,30,
cell_beta_0p07_p_0p00,dataset_066_seed_6603234,48,30,30,True,31,39,26,30,
cell_beta_0p07_p_0p00,dataset_067_seed_6703234,48,30,30,True,31,68,21,30,
cell_beta_0p07_p_0p00,dataset_068_seed_6803234,48,30,30,True,30,46,20,30,
cell_beta_0p07_p_0p00,dataset_069_seed_6903234,48,30,30,True,33,39,24,30,
cell_beta_0p07_p_0p00,dataset_070_seed_7003234,48,30,30,True,34,37,49,30,
cell_beta_0p07_p_0p00,dataset_071_seed_7103234,48,30,30,True,34,66,44,30,
cell_beta_0p07_p_0p00,dataset_072_seed_7203234,48,30,30,True,31,21,20,30,
cell_beta_0p07_p_0p00,dataset_073_seed_7303234,48,30,30,True,33,60,15,30,
cell_beta_0p07_p_0p00,dataset_074_seed_7403234,48,30,30,True,32,47,5,30,
cell_beta_0p07_p_0p00,dataset_075_seed_7503234,48,30,30,True,31,41,12,30,
cell_beta_0p07_p_0p00,dataset_076_seed_7603234,48,30,30,True,31,51,2,30,
cell_beta_0p07_p_0p00,dataset_077_seed_7703234,48,30,30,True,30,59,19,30,
cell_beta_0p07_p_0p00,dataset_078_seed_7803234,48,30,30,True,35,49,12,30,
cell_beta_0p07_p_0p00,dataset_079_seed_7903234,48,30,30,True,33,66,45,30,
cell_beta_0p07_p_0p00,dataset_080_seed_8003234,48,30,30,True,30,81,21,30,
cell_beta_0p07_p_0p00,dataset_081_seed_8103234,48,30,30,True,31,43,10,30,
cell_beta_0p07_p_0p00,dataset_082_seed_8203234,48,30,30,True,30,75,27,30,
cell_beta_0p07_p_0p00,dataset_083_seed_8303234,48,30,30,True,31,35,30,30,
cell_beta_0p07_p_0p00,dataset_084_seed_8403234,48,30,30,True,32,57,7,30,
cell_beta_0p07_p_0p00,dataset_085_seed_8503234,48,30,30,True,33,41,10,30,
cell_beta_0p07_p_0p00,dataset_086_seed_8603234,48,30,30,True,30,59,19,30,
cell_beta_0p07_p_0p00,dataset_087_seed_8703234,48,30,30,True,30,83,19,30,
cell_beta_0p07_p_0p00,dataset_088_seed_8803234,48,30,30,True,31,50,3,30,
cell_beta_0p07_p_0p00,dataset_089_seed_8903234,48,30,30,True,30,131,39,30,
cell_beta_0p09_p_0p00,dataset_000_seed_005234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_001_seed_105234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_002_seed_205234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_003_seed_305234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_004_seed_405234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_005_seed_505234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_006_seed_605234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_007_seed_705234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_008_seed_805234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_009_seed_905234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_010_seed_1005234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_011_seed_1105234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_012_seed_1205234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_013_seed_1305234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_014_seed_1405234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_015_seed_1505234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_016_seed_1605234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_017_seed_1705234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_018_seed_1805234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_019_seed_1905234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_020_seed_2005234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_021_seed_2105234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_022_seed_2205234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_023_seed_2305234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_024_seed_2405234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_025_seed_2505234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_026_seed_2605234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_027_seed_2705234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_028_seed_2805234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_029_seed_2905234,48,30,30,True,,,,30,
cell_beta_0p09_p_0p00,dataset_030_seed_3005234,48,30,30,True,30,37,17,30,
cell_beta_0p09_p_0p00,dataset_031_seed_3105234,48,30,30,True,30,40,2,30,
cell_beta_0p09_p_0p00,dataset_032_seed_3205234,48,30,30,True,30,57,9,30,
cell_beta_0p09_p_0p00,dataset_033_seed_3305234,48,30,30,True,32,43,9,30,
cell_beta_0p09_p_0p00,dataset_034_seed_3405234,48,30,30,True,30,113,25,30,
cell_beta_0p09_p_0p00,dataset_035_seed_3505234,48,30,30,True,30,78,36,30,
cell_beta_0p09_p_0p00,dataset_036_seed_3605234,48,30,30,True,31,89,12,30,
cell_beta_0p09_p_0p00,dataset_037_seed_3705234,48,30,30,True,34,60,2,30,
cell_beta_0p09_p_0p00,dataset_038_seed_3805234,48,30,30,True,32,43,21,30,
cell_beta_0p09_p_0p00,dataset_039_seed_3905234,48,30,30,True,30,58,32,30,
cell_beta_0p09_p_0p00,dataset_040_seed_4005234,48,30,30,True,31,48,5,30,
cell_beta_0p09_p_0p00,dataset_041_seed_4105234,48,30,30,True,31,41,12,30,
cell_beta_0p09_p_0p00,dataset_042_seed_4205234,48,30,30,True,30,35,7,30,
cell_beta_0p09_p_0p00,dataset_043_seed_4305234,48,30,30,True,31,54,11,30,
cell_beta_0p09_p_0p00,dataset_044_seed_4405234,48,30,30,True,30,105,21,30,
cell_beta_0p09_p_0p00,dataset_045_seed_4505234,48,30,30,True,33,81,18,30,
cell_beta_0p09_p_0p00,dataset_046_seed_4605234,48,30,30,True,32,51,13,30,
cell_beta_0p09_p_0p00,dataset_047_seed_4705234,48,30,30,True,33,60,3,30,
cell_beta_0p09_p_0p00,dataset_048_seed_4805234,48,30,30,True,30,50,4,30,
cell_beta_0p09_p_0p00,dataset_049_seed_4905234,48,30,30,True,34,66,8,30,
cell_beta_0p09_p_0p00,dataset_050_seed_5005234,48,30,30,True,32,56,8,30,
cell_beta_0p09_p_0p00,dataset_051_seed_5105234,48,30,30,True,32,73,3,30,
cell_beta_0p09_p_0p00,dataset_052_seed_5205234,48,30,30,True,30,65,1,30,
cell_beta_0p09_p_0p00,dataset_053_seed_5305234,48,30,30,True,30,41,13,30,
cell_beta_0p09_p_0p00,dataset_054_seed_5405234,48,30,30,True,31,68,9,30,
cell_beta_0p09_p_0p00,dataset_055_seed_5505234,48,30,30,True,30,19,23,30,
cell_beta_0p09_p_0p00,dataset_056_seed_5605234,48,30,30,True,32,46,30,30,
cell_beta_0p09_p_0p00,dataset_057_seed_5705234,48,30,30,True,32,49,15,30,
cell_beta_0p09_p_0p00,dataset_058_seed_5805234,48,30,30,True,30,35,7,30,
cell_beta_0p09_p_0p00,dataset_059_seed_5905234,48,30,30,True,30,54,12,30,
cell_beta_0p09_p_0p00,dataset_060_seed_6005234,48,30,30,True,33,35,4,30,
cell_beta_0p09_p_0p00,dataset_061_seed_6105234,48,30,30,True,31,57,20,30,
cell_beta_0p09_p_0p00,dataset_062_seed_6205234,48,30,30,True,34,47,3,30,
cell_beta_0p09_p_0p00,dataset_063_seed_6305234,48,30,30,True,34,40,10,30,
cell_beta_0p09_p_0p00,dataset_064_seed_6405234,48,30,30,True,32,41,11,30,
cell_beta_0p09_p_0p00,dataset_065_seed_96505234,48,30,30,True,33,43,32,30,
cell_beta_0p09_p_0p00,dataset_066_seed_6605234,48,30,30,True,35,35,14,30,
cell_beta_0p09_p_0p00,dataset_067_seed_6705234,48,30,30,True,32,72,16,30,
cell_beta_0p09_p_0p00,dataset_068_seed_6805234,48,30,30,True,32,35,5,30,
cell_beta_0p09_p_0p00,dataset_069_seed_6905234,48,30,30,True,33,39,12,30,
cell_beta_0p09_p_0p00,dataset_070_seed_7005234,48,30,30,True,31,49,16,30,
cell_beta_0p09_p_0p00,dataset_071_seed_7105234,48,30,30,True,33,68,7,30,
cell_beta_0p09_p_0p00,dataset_072_seed_7205234,48,30,30,True,32,48,16,30,
cell_beta_0p09_p_0p00,dataset_073_seed_7305234,48,30,30,True,33,93,18,30,
cell_beta_0p09_p_0p00,dataset_074_seed_7405234,48,30,30,True,30,63,3,30,
cell_beta_0p09_p_0p00,dataset_075_seed_7505234,48,30,30,True,32,45,7,30,
cell_beta_0p09_p_0p00,dataset_076_seed_7605234,48,30,30,True,33,35,28,30,
cell_beta_0p09_p_0p00,dataset_077_seed_7705234,48,30,30,True,33,46,5,30,
cell_beta_0p09_p_0p00,dataset_078_seed_7805234,48,30,30,True,31,32,21,30,
cell_beta_0p09_p_0p00,dataset_079_seed_7905234,48,30,30,True,30,50,28,30,
cell_beta_0p09_p_0p00,dataset_080_seed_8005234,48,30,30,True,35,55,18,30,
cell_beta_0p09_p_0p00,dataset_081_seed_8105234,48,30,30,True,31,49,4,30,
cell_beta_0p09_p_0p00,dataset_082_seed_8205234,48,30,30,True,30,58,20,30,
cell_beta_0p09_p_0p00,dataset_083_seed_8305234,48,30,30,True,32,37,3,30,
cell_beta_0p09_p_0p00,dataset_084_seed_8405234,48,30,30,True,30,47,7,30,
cell_beta_0p09_p_0p00,dataset_085_seed_8505234,48,30,30,True,32,92,44,30,
cell_beta_0p09_p_0p00,dataset_086_seed_8605234,48,30,30,True,30,111,39,30,
cell_beta_0p09_p_0p00,dataset_087_seed_8705234,48,30,30,True,32,68,20,30,
cell_beta_0p09_p_0p00,dataset_088_seed_8805234,48,30,30,True,30,39,3,30,
cell_beta_0p09_p_0p00,dataset_089_seed_8905234,48,30,30,True,34,44,6,30,
cell_beta_0p11_p_0p00,dataset_000_seed_007234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_001_seed_107234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_002_seed_207234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_003_seed_307234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_004_seed_407234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_005_seed_507234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_006_seed_607234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_007_seed_707234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_008_seed_807234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_009_seed_907234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_010_seed_1007234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_011_seed_1107234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_012_seed_1207234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_013_seed_1307234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_014_seed_1407234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_015_seed_1507234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_016_seed_1607234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_017_seed_1707234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_018_seed_1807234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_019_seed_1907234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_020_seed_2007234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_021_seed_2107234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_022_seed_2207234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_023_seed_2307234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_024_seed_2407234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_025_seed_2507234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_026_seed_2607234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_027_seed_2707234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_028_seed_2807234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_029_seed_2907234,48,30,30,True,,,,30,
cell_beta_0p11_p_0p00,dataset_030_seed_3007234,48,30,30,True,34,59,27,30,
cell_beta_0p11_p_0p00,dataset_031_seed_3107234,48,30,30,True,33,46,5,30,
cell_beta_0p11_p_0p00,dataset_032_seed_3207234,48,30,30,True,30,77,25,30,
cell_beta_0p11_p_0p00,dataset_033_seed_3307234,48,30,30,True,33,43,8,30,
cell_beta_0p11_p_0p00,dataset_034_seed_3407234,48,30,30,True,32,48,16,30,
cell_beta_0p11_p_0p00,dataset_035_seed_3507234,48,30,30,True,30,49,17,30,
cell_beta_0p11_p_0p00,dataset_036_seed_3607234,48,30,30,True,30,41,37,30,
cell_beta_0p11_p_0p00,dataset_037_seed_3707234,48,30,30,True,30,35,19,30,
cell_beta_0p11_p_0p00,dataset_038_seed_3807234,48,30,30,True,30,52,2,30,
