source,case_id,case_label,beta,radius,n_units,dphi_full_dr_mean,dphi_full_dr_sem,dphi_energy_dr_mean,dphi_energy_dr_sem,dphi_entropic_dr_mean,dphi_entropic_dr_sem,mean_dlogZ_inf_full_dr,sd_dlogZ_inf_full_dr,standard_error_source,derivative_source,x_axis_scale
synthetic,beta_0p05,beta=0.05,0.05,0.21,2700,4.752735610599853,4.71639648313e-05,-0.007298068883729697,4.71639648313e-05,4.760033679483582,4.71639648313e-05,-18.573585309092078,6.237060770619866,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.22,2700,4.536487219917912,4.65930985277e-05,-0.007181292316416345,4.65930985277e-05,4.543668512234328,4.65930985277e-05,-18.2763889452796,6.161568223705835,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.23,2700,4.339050753117288,4.59715208825e-05,-0.007066954237285726,4.59715208825e-05,4.346117707354574,4.59715208825e-05,-17.985398533892173,6.079369503554098,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.24,2700,4.158082665037271,4.5331469588e-05,-0.00694680451086332,4.5331469588e-05,4.165029469548134,4.5331469588e-05,-17.67961748014715,5.99472778960281,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.25,2700,3.991598906245742,4.47605006442e-05,-0.00682938452046567,4.47605006442e-05,3.998428290766208,4.47605006442e-05,-17.38078360458513,5.919221669332719,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.26,2700,3.8379300531794818,4.40522823414e-05,-0.006712534095718095,4.40522823414e-05,3.8446425872752,4.40522823414e-05,-17.083399273602552,5.825565408476905,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.27,2700,3.695651452926478,4.34340162326e-05,-0.00659696444964009,4.34340162326e-05,3.702248417376118,4.34340162326e-05,-16.78927452433403,5.743804612780528,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.28,2700,3.5635447592325296,4.2749634528e-05,-0.006480500380156187,4.2749634528e-05,3.570025259612686,4.2749634528e-05,-16.492873467497496,5.6533005532197524,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.29,2700,3.4405477097005273,4.22127896745e-05,-0.006373230615169738,4.22127896745e-05,3.446920940315697,4.22127896745e-05,-16.219871915606983,5.582307073615186,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.3,2700,3.325761210933994,4.16286942373e-05,-0.006262364704513108,4.16286942373e-05,3.332023575638507,4.16286942373e-05,-15.937718172985859,5.505065078563217,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.31,2700,3.218384757794232,4.09818771253e-05,-0.006154186372064354,4.09818771253e-05,3.2245389441662966,4.09818771253e-05,-15.662404316903782,5.419528638846547,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.32,2700,3.117723982997596,4.03501934822e-05,-0.006048119163504303,4.03501934822e-05,3.1237721021611002,4.03501934822e-05,-15.392463271118451,5.335993480508021,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.33,2700,3.0231655725102935,3.98124900185e-05,-0.005946768979258077,3.98124900185e-05,3.0291123414895518,3.98124900185e-05,-15.134527052211807,5.264886456500021,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.34,2700,2.9341763040812436,3.91146874522e-05,-0.005844497952732968,3.91146874522e-05,2.9400208020339766,3.91146874522e-05,-14.874247289705403,5.1726075942951475,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.35,2700,2.8502728803128403,3.85804029303e-05,-0.005747327377308192,3.85804029303e-05,2.8560202076901486,3.85804029303e-05,-14.626948175249348,5.101952698247629,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.36,2700,2.771034683190506,3.80360979941e-05,-0.005651629841583326,3.80360979941e-05,2.7766863130320893,3.80360979941e-05,-14.383397946829565,5.02997268179057,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.37,2700,2.696081238256813,3.74529213795e-05,-0.005559498747381944,3.74529213795e-05,2.701640737004195,3.74529213795e-05,-14.148924312087049,4.952852193766885,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.38,2700,2.625077833621498,3.6884560838e-05,-0.005467094514165412,3.6884560838e-05,2.6305449281356634,3.6884560838e-05,-13.913755538550975,4.877691014044833,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.39,2700,2.557716287742345,3.63614488081e-05,-0.00537877044112166,3.63614488081e-05,2.5630950581834666,3.63614488081e-05,-13.688970772654624,4.808513591576605,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.4,2700,2.49372514982051,3.5760808283e-05,-0.005292531908370257,3.5760808283e-05,2.4990176817288803,3.5760808283e-05,-13.469493706802304,4.729083639709248,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.41,2700,2.4328553879228307,3.52873500517e-05,-0.005210643032173903,3.52873500517e-05,2.438066030955005,3.52873500517e-05,-13.261086516882584,4.666472538813379,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.42,2700,2.3748884730197424,3.47399317841e-05,-0.005128366722048706,3.47399317841e-05,2.380016839741791,3.47399317841e-05,-13.051693307613956,4.594080808927416,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.43,2700,2.3196215085064815,3.41111626787e-05,-0.005046102404104811,3.41111626787e-05,2.3246676109105864,3.41111626787e-05,-12.842330618446743,4.51093107512062,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.44,2700,2.266862981156777,3.36249853014e-05,-0.004971274960387198,3.36249853014e-05,2.271834256117164,3.36249853014e-05,-12.651894774185418,4.446637967911698,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.45,2700,2.2164575211077517,3.30769807603e-05,-0.004891529317919551,3.30769807603e-05,2.221349050425671,3.30769807603e-05,-12.448942114105257,4.374168708007429,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.46,2700,2.168240188083261,3.26464948127e-05,-0.004818665594026001,3.26464948127e-05,2.173058853677287,3.26464948127e-05,-12.263503936796173,4.3172403512455295,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.47,2700,2.122076310700474,3.21200844294e-05,-0.004747248217721987,3.21200844294e-05,2.126823558918196,3.21200844294e-05,-12.081746714102458,4.24762674767337,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.48,2700,2.077837280504558,3.16427868195e-05,-0.004677454269509087,3.16427868195e-05,2.082514734774067,3.16427868195e-05,-11.904121115900626,4.184507919356768,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.49,2700,2.0354031105758477,3.12921773235e-05,-0.004611323488544645,3.12921773235e-05,2.040014434064392,3.12921773235e-05,-11.735818278346121,4.138142590637074,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.5,2700,1.9946670951340175,3.08349663257e-05,-0.0045470502490864975,3.08349663257e-05,1.999214145383104,3.08349663257e-05,-11.572242883925137,4.0776800576726755,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.51,2700,1.95553457609337,3.03569625086e-05,-0.004479291929281164,3.03569625086e-05,1.960013868022651,3.03569625086e-05,-11.399797960020562,4.014467839051159,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.52,2700,1.917905542112917,2.98514518929e-05,-0.004415751524683012,2.98514518929e-05,1.9223212936376,2.98514518929e-05,-11.238087630318267,3.947618064194078,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.53,2700,1.8816989080107587,2.94135037064e-05,-0.004352172539339367,2.94135037064e-05,1.886051080550098,2.94135037064e-05,-11.076279112618689,3.8897028854497187,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.54,2700,1.8468267388564277,2.9090734568e-05,-0.004297469831631349,2.9090734568e-05,1.851124208688059,2.9090734568e-05,-10.937060721501782,3.8470192235024445,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.55,2700,1.8132325116758365,2.85700275173e-05,-0.004234893217894459,2.85700275173e-05,1.817467404893731,2.85700275173e-05,-10.777803239541399,3.778159840486026,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.56,2700,1.780834810301294,2.81521013117e-05,-0.004177819505048714,2.81521013117e-05,1.785012629806343,2.81521013117e-05,-10.632550640348978,3.722892410118839,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.57,2700,1.7495738705807753,2.78253915034e-05,-0.00412274817633373,2.78253915034e-05,1.753696618757109,2.78253915034e-05,-10.492394108769341,3.6796876257938864,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.58,2700,1.7193896584085726,2.74790031832e-05,-0.004070811749275727,2.74790031832e-05,1.7234604701578484,2.74790031832e-05,-10.360215901906725,3.6338805141298174,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.59,2700,1.6902315988995271,2.71021430515e-05,-0.004017676848866187,2.71021430515e-05,1.6942492757483933,2.71021430515e-05,-10.224987580364445,3.584043746771019,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.6,2700,1.6620484599738965,2.65639644855e-05,-0.003963327845356954,2.65639644855e-05,1.6660117878192535,2.65639644855e-05,-10.086669366433448,3.512873894236538,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.61,2700,1.634785637324031,2.63320796109e-05,-0.003914481842447585,2.63320796109e-05,1.6387001191664787,2.63320796109e-05,-9.962356289029104,3.482208956292746,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.62,2700,1.608406283017827,2.59638707242e-05,-0.003863189065321289,2.59638707242e-05,1.6122694720831483,2.59638707242e-05,-9.83181617124268,3.4335162475501555,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.63,2700,1.582859888175714,2.56519694628e-05,-0.0038180049854796313,2.56519694628e-05,1.5866778931611938,2.56519694628e-05,-9.716822688045662,3.3922697762486287,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.64,2700,1.5581159439389707,2.53095934775e-05,-0.00377010714157952,2.53095934775e-05,1.5618860510805501,2.53095934775e-05,-9.594922675319879,3.3469932641087574,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.65,2700,1.5341353223842706,2.48717595224e-05,-0.0037217125258094683,2.48717595224e-05,1.5378570349100802,2.48717595224e-05,-9.471758378185097,3.2890931915540222,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.66,2700,1.5108760791572076,2.47017878192e-05,-0.0036800915875682687,2.47017878192e-05,1.5145561707447759,2.47017878192e-05,-9.365833090361244,3.266615780128412,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.67,2700,1.488313233749461,2.43347105874e-05,-0.0036376210140495863,2.43347105874e-05,1.4919508547635105,2.43347105874e-05,-9.257745480756197,3.2180727237791777,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.68,2700,1.4664217715396632,2.38926929852e-05,-0.00358862947732504,2.38926929852e-05,1.4700104010169883,2.38926929852e-05,-9.133062019792227,3.1596193970489166,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.69,2700,1.4451609091074147,2.35394925957e-05,-0.003544993344110157,2.35394925957e-05,1.4487059024515248,2.35394925957e-05,-9.02200806076035,3.1129114431775906,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.7,2700,1.4244998600314311,2.35244898662e-05,-0.003510243813643114,2.35244898662e-05,1.4280101038450743,2.35244898662e-05,-8.933570505721725,3.1109274510343874,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.71,2700,1.4044324768811363,2.29370195525e-05,-0.003464808599923257,2.29370195525e-05,1.4078972854810594,2.29370195525e-05,-8.817937886804689,3.033239155305661,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.72,2700,1.3849183827669675,2.27503627895e-05,-0.003424773749077195,2.27503627895e-05,1.3883431565160447,2.27503627895e-05,-8.716049191401462,3.008555276873112,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.73,2700,1.3659324600138976,2.25951469568e-05,-0.00339229709781768,2.25951469568e-05,1.3693247571117153,2.25951469568e-05,-8.633396113945995,2.9880292124419516,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.74,2700,1.3474696514011668,2.21544331041e-05,-0.0033507171009306207,2.21544331041e-05,1.3508203685020974,2.21544331041e-05,-8.52757502186843,2.929748296255729,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.75,2700,1.329492703977607,2.19020674268e-05,-0.0033167262777958465,2.19020674268e-05,1.3328094302554028,2.19020674268e-05,-8.44106837699043,2.8963749343818614,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.76,2700,1.3119968963050486,2.16035984557e-05,-0.0032755677627830907,2.16035984557e-05,1.3152724640678317,2.16035984557e-05,-8.336319956282965,2.8569047770800178,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.77,2700,1.294945517117464,2.15106650357e-05,-0.003245486378058278,2.15106650357e-05,1.2981910034955222,2.15106650357e-05,-8.259762832158318,2.844615068388205,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.78,2700,1.2783419686397042,2.10979950888e-05,-0.0032055604520291564,2.10979950888e-05,1.2815475290917333,2.10979950888e-05,-8.158151350414203,2.7900427366023197,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.79,2700,1.2621514330047354,2.09095050324e-05,-0.0031739754655835447,2.09095050324e-05,1.265325408470319,2.09095050324e-05,-8.077767559910122,2.7651164196466147,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.8,2700,1.2463688686743273,2.05949650394e-05,-0.003139972190112825,2.05949650394e-05,1.2495088408644401,2.05949650394e-05,-7.99122922383714,2.723520996991735,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.81,2700,1.2309747346724165,2.03481802325e-05,-0.003108071119622982,2.03481802325e-05,1.2340828057920394,2.03481802325e-05,-7.910040999440489,2.6908856610276213,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.82,2700,1.2159591384139825,2.00630935759e-05,-0.003073877063519982,2.00630935759e-05,1.2190330154775024,2.00630935759e-05,-7.823017126658354,2.6531852088130887,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.83,2700,1.2013021539374098,1.99046957494e-05,-0.003043716775303741,1.99046957494e-05,1.2043458707127135,1.99046957494e-05,-7.746259193148021,2.6322383509059044,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.84,2700,1.1869912399592566,1.95953436023e-05,-0.003017179911639024,1.95953436023e-05,1.1900084198708956,1.95953436023e-05,-7.6787228751213155,2.5913289797860357,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.85,2700,1.1730221544595454,1.93665270957e-05,-0.002986166354045406,1.93665270957e-05,1.1760083208135907,1.93665270957e-05,-7.599793371045558,2.561069809197975,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.86,2700,1.159383155141884,1.89656525911e-05,-0.0029506503134090222,1.89656525911e-05,1.1623338054552932,1.89656525911e-05,-7.509405047625962,2.5080573312298586,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.87,2700,1.1460484621348892,1.88826940942e-05,-0.0029251846370096503,1.88826940942e-05,1.148973646771899,1.88826940942e-05,-7.44459490118956,2.4970867271151045,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.88,2700,1.133022019653037,1.87803491761e-05,-0.0028951084055451764,1.87803491761e-05,1.135917128058582,1.87803491761e-05,-7.368050892112474,2.4835524223612184,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.89,2700,1.120283663776362,1.83991229513e-05,-0.0028703504838087637,1.83991229513e-05,1.1231540142601708,1.83991229513e-05,-7.305041981293304,2.433138273762868,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
synthetic,beta_0p05,beta=0.05,0.05,0.9,2700,1.1078303150496551,1.82951715808e-05,-0.0028442101631804533,1.82951715808e-05,1.1106745252128356,1.82951715808e-05,-7.2385148652942535,2.4193915283979446,sd_dlogZ_inf_full_dr / P / sqrt(n_units),d_sampling_linear_radius_summary,linear
